Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2015;481.262.062;2.381.972;5.068.611;13.591.287;27.191.766;10.955.605;375.016;0;59.564.258;1.447.920;1.265.443;2.666.145;2.877.489;258.100;0;283;8.515.379;510.506;1.575.575;3.698.424;5.063.000;579.772;288;0;11.427.565;2.198.703;11.678.694;31.211.845;70.778.137;55.857.736;145.279.991;52.695.452;369.700.557;2.625.073;6.019.982;1.632.970;107.963;278;0;0;10.386.266;270.037;392.312;2.597.941;664.102;470.568;221.549;0;4.616.510;2.532.373;4.240.586;3.790.526;3.152.519;1.636.181;1.605.149;94.193;17.051.528;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2015;9.276.139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.617;1.388.421;3.360.886;3.996.807;446.874;534;0;9.276.139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2015;7.790.462;26.697;370.388;939.304;1.984.398;904.714;285.316;0;4.510.817;30.233;288.205;416.643;667.038;166.928;15.178;0;1.584.224;3.186;21.106;53.339;76.243;11.729;6;0;165.608;827;31.381;67.265;175.336;165.612;217.675;0;658.097;4;2.361;171;0;0;0;0;2.536;33.097;14.069;124.380;69.702;52.436;60.595;1;354.279;18.011;47.006;195.670;74.566;31.481;14.528;133.637;514.900;0
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;12/2015;7.201.429;6.665;197.343;522.049;930.912;474.454;127.305;0;2.258.728;2.429;179.288;172.345;149.806;30.866;14.946;0;549.680;33.774;521.458;1.205.988;1.427.546;108.404;33;0;3.297.204;9;384;269;838;480;917;0;2.897;2.331;108.392;26.607;28;0;0;0;137.357;401;6.472;35.940;19.027;6.509;0;0;68.350;2.501;606.250;130.892;41.507;3.647;484;0;785.281;101.932
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;12/2015;7.019.256;34.614;420.083;1.195.461;2.003.515;839.636;171.506;0;4.664.815;91;2.093;5.036;175;0;0;0;7.395;126;84;45;0;0;0;0;254;0;0;0;0;0;0;0;0;248.711;1.391.629;500.265;42.932;0;0;0;2.183.536;0;0;3.415;0;0;0;0;3.415;29.225;40.500;64.531;25.584;1;0;0;159.841;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2015;6.454.902;633;8.446;18.428;21.266;2.001;0;0;50.774;265;527;1.146;1.314;83;0;0;3.336;64.941;900.658;2.244.420;2.837.376;352.825;560;0;6.400.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;6;0;0;0;0;12;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;12/2015;6.198.705;37.381;386.336;1.050.530;2.009.446;1.103.325;393.294;0;4.980.312;13.043;49.823;65.770;49.730;190;21;0;178.577;37.545;125.801;273.283;300.743;22.190;5;0;759.567;0;0;0;0;0;0;0;0;7.833;125.264;3.655;160;53;1;0;136.964;0;0;1.588;0;0;0;0;1.588;9.863;40.484;47.113;27.023;2.024;11.196;90;137.793;3.905
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;12/2015;6.115.927;43.950;185.024;437.630;532.956;122.959;40.744;181;1.363.443;6.575;38.221;75.639;31.414;403;110;0;152.361;123.310;218.711;465.780;395.859;22.723;0;0;1.226.383;0;0;0;0;0;0;0;0;134.095;3.092.719;62.778;27.439;4.229;0;0;3.321.261;0;0;0;0;0;0;0;0;367;1.465;3.495;9.404;11.050;26.630;66;52.478;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2015;6.044.615;7.838;29.036;57.889;91.021;22.004;52;0;207.840;35.005;154.752;272.327;480.155;71.613;0;0;1.013.852;406;405;0;0;0;0;0;810;789;16.738;37.831;99.145;93.203;385.259;325.615;958.580;291.053;2.550.648;577.180;175.465;368;0;0;3.594.715;0;0;43.800;0;0;0;0;43.800;53.790;134.152;32.464;4.067;545;0;0;225.017;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2015;5.352.623;0;1.200;3.342;5.024;1.742;366;0;11.676;2.286;38;176;262;11;0;0;2.773;0;5.524;15.918;43.747;25.096;26.438;0;116.722;0;689;1.536;4.011;3.746;15.664;11.235;36.881;0;0;0;0;0;0;0;0;0;121.705;741.430;1.588.290;1.290.771;1.392.358;0;5.134.554;2.245;5.474;17.179;21.008;2.764;1.347;0;50.016;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;12/2015;5.034.438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;925.519;2.703.222;1.258.337;147.360;0;0;0;5.034.438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2015;4.787.244;37.836;339.709;841.526;1.209.608;392.219;37.965;0;2.858.863;40.529;207.886;484.958;535.050;105.050;4.561;0;1.378.034;3.040;14.345;29.578;25.173;553;0;0;72.689;5;327;748;1.521;1.359;1.510;0;5.470;15.617;130.250;0;0;0;0;0;145.867;0;2.476;20.113;25.749;28.557;7.798;0;84.693;51.822;80.273;68.498;31.002;9.014;1.019;0;241.627;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2015;4.649.755;677;15.529;43.036;62.298;17.905;712;1;140.158;4.760;9.729;18.811;14.129;200;1;0;47.630;0;0;0;0;0;0;0;0;0;2;5;14;14;69;139;243;9.613;34.760;10.003;2;0;0;0;54.378;544.079;17.569;14.486;6.609;66.147;633.104;0;1.281.993;52.909;1.898.379;1.129.605;39.508;4.913;40;0;3.125.354;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;12/2015;4.570.824;0;0;0;0;0;0;0;0;1.317;6.739;32.204;43.535;3.232;53;0;87.079;216;3.835;30.740;38.382;1.453;0;0;74.626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.764;6.437;1.000.989;1.436.668;1.015.133;448.262;0;3.946.254;7.460;48;154.570;232.110;68.677;0;0;462.866;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;12/2015;4.352.462;1.633;9.829;19.850;21.345;2.932;4;0;55.593;806;5.668;2.830;1.472;84;0;0;10.860;6.550;71.047;164.842;190.388;17.679;13;0;450.519;0;0;0;0;0;0;0;0;351.779;2.604.905;831.039;41.047;6.705;2;0;3.835.477;0;0;0;0;0;0;0;0;2;2;4;5;0;0;0;13;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;12/2015;3.764.527;0;0;0;0;0;0;0;0;108;401;1.327;1.989;1.600;798;0;6.224;140;93;63;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.971;202.183;994.097;1.569.343;739.587;185.543;0;3.755.724;147;169;1.204;712;52;0;0;2.284;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2015;3.466.462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;742;1.639;1.231;101;0;0;3.802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.319;18.304;813.000;1.350.963;816.173;322.500;0;3.335.258;9.322;15.913;46.424;43.893;10.431;1.419;0;127.402;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2015;3.374.501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.943;94.786;435.363;960.134;836.577;948.436;16;3.289.255;1.839;3.358;12.928;28.144;17.180;21.798;0;85.247;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2015;3.334.923;5.051;235.901;543.282;1.027.575;400.657;141.218;0;2.353.683;23.479;198.963;330.133;287.904;56.114;4.613;5;901.211;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;10;8.650;38.651;11.039;98;0;0;3;58.440;87;0;2.537;282;299;2.755;0;5.961;5.386;3.307;6.109;816;0;0;0;15.617;0
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;12/2015;3.298.031;17.164;245.701;661.001;1.252.845;658.890;196.705;0;3.032.306;17.839;70.865;63.348;3.658;1;0;0;155.711;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.557;5.594;0;0;0;0;0;9.151;0;0;0;0;0;0;0;0;15.087;13.285;17.815;19.003;12.356;21.484;1.831;100.861;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2015;3.275.226;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;6;60.557;562.821;1.199.983;1.337.407;114.435;17;0;3.275.220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2015;3.008.608;1.173;32.608;84.751;175.433;72.873;2.649;0;369.487;264;3.708;15.072;23.172;9.736;458;0;52.409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.887;285.443;854.161;903;1;0;0;1.167.396;0;38.004;163.684;331.064;294.600;355.349;0;1.182.702;2.108;28.304;57.302;104.630;44.201;68;0;236.614;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2015;2.970.234;4.965;178.684;450.605;726.945;284.691;78.631;0;1.724.521;291;67.846;56.340;29.515;3.052;8;0;157.052;6.332;217.165;443.452;388.171;29.074;14;0;1.084.208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;510;727;163;0;0;1.558;0;2.895;0;0;0;0;0;2.895;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;12/2015;2.814.830;0;0;0;0;0;0;0;0;3;141;241;131;8;0;0;524;18.832;455.315;1.111.419;1.116.558;95.094;167;0;2.797.385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;3.026;6.731;6.641;305;0;0;16.920;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2015;2.784.462;62;864;1.413;976;69;0;0;3.384;104.883;107.260;53.133;255;0;0;0;265.531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604.172;1.451.262;458.237;1.876;0;0;0;2.515.547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2015;2.295.479;4.932;71.622;252.458;442.854;189.850;35.467;0;997.182;5.633;38.671;68.877;64.758;4.081;1;0;182.020;2.253;12.453;29.609;36.557;3.093;1;0;83.966;106;2.657;7.451;19.792;19.113;85.057;78.793;212.970;21.350;216.603;513;0;0;0;0;238.465;8.872;64.036;145.032;87.588;27.304;895;0;333.727;18.112;92.702;64.836;52.263;10.651;8.562;22;247.147;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2015;2.185.368;0;0;0;0;0;0;0;0;660.823;1.035.624;487.528;1.392;0;0;0;2.185.368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;12/2015;2.024.121;0;0;0;0;0;0;0;0;811.552;118.167;156.761;45.256;1.520;0;0;1.133.256;61.060;106.106;279.852;296.926;20.704;0;0;764.647;0;0;0;0;0;0;0;0;56.386;56.144;12.733;955;0;0;0;126.218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;12/2015;1.872.864;1;189;705;1.074;5;0;0;1.974;4.786;86.460;89.073;80.111;9.844;5.242;1;275.518;711;11.470;27.410;37.755;4.491;11;0;81.848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.563;156.722;1.041.714;121.741;9.864;1.508;0;1.353.113;3.526;82.874;65.797;6.434;1.733;47;0;160.411;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;12/2015;1.745.202;7.183;73.506;203.587;317.857;132.112;34.450;0;768.695;619;21.014;15.795;600;56;8;0;38.091;0;0;0;0;0;0;0;0;3.099;16.237;30.348;81.273;78.404;342.946;21.437;573.744;272;7.622;10.286;26.599;22.803;5.467;0;73.050;0;0;0;0;0;0;0;0;3.024;12.203;22.970;69.538;71.415;112.472;0;291.622;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2015;1.554.482;6.857;26.413;56.202;132.295;113.967;95.939;0;431.674;5.584;74.270;122.061;178.030;59.628;14.105;0;453.678;0;21;45;35;0;0;0;101;419;4.076;10.762;28.903;28.012;122.029;105.574;299.775;0;239.408;0;0;0;0;0;239.408;2.366;4.922;14.808;24.299;10.866;11.110;0;68.371;4.013;22.410;34.677;349;23;3;0;61.475;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;12/2015;1.487.854;0;0;0;0;0;0;0;0;0;13.259;81.171;0;0;0;0;94.430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.345;68.648;1.160.006;97.425;0;0;0;1.393.424;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2015;1.435.445;9;358;890;664;0;0;0;1.921;8.415;131.119;312.633;362.410;43.702;231;0;858.509;2.947;22.934;58.967;65.701;4.574;14;0;155.136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.895;86.802;175.236;134.583;14.704;658;0;419.878;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;12/2015;1.329.479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.113;208.037;501.654;570.449;39.216;9;0;1.329.479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2015;1.294.727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;59;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.731;31.008;140.389;324.150;308.915;470.894;183;1.291.272;144;233;980;1.263;376;282;0;3.277;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;12/2015;1.282.517;543;26.763;92.999;144.914;130.910;43.833;0;439.964;11.093;73.923;152.265;282.234;247.380;75.658;0;842.553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;12/2015;1.277.369;10.154;90.249;236.640;372.782;149.452;35.842;0;895.120;773;2.920;7.340;8.287;320;299;71;20.009;11.371;39.994;93.449;120.059;10.453;1;0;275.326;0;39;114;264;249;1.100;337;2.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;995;14.699;15.847;25.722;26.012;1.535;0;84.810;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;12/2015;1.219.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.104;46.623;124.275;280.682;260.902;342.829;150.115;1.210.531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;264;675;1.581;1.358;4.385;866;9.267;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;12/2015;1.215.319;351;2.059;4.250;4.245;552;0;0;11.456;5.195;27.000;59.811;69.499;19.561;2.478;0;183.543;28;135;306;276;18;0;0;763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.802;30.284;417.662;253.098;100.557;84.116;0;925.519;12.303;59.086;22.509;139;0;0;0;94.038;0
