Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;12/2017;10.804.157;134.867;1.273.495;948.018;453.873;33.875;0;0;2.844.128;395;10.761;20.044;15.333;2.254;125;0;48.912;0;188.875;134.923;0;0;0;0;323.798;598;1.836.893;745.421;5.775;861;0;0;2.589.549;1.895;607.030;1.337.305;937.959;279.890;0;0;3.164.080;1.158;407.901;288.487;17.131;0;0;0;714.677;0;11.245;414.257;30.871;52.022;0;0;508.395;0;73.560;517.416;19.641;0;0;0;610.617;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;12/2017;10.306.888;0;0;0;0;0;0;0;0;171;1.053;1.568;1.509;530;0;0;4.831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;0;0;353;74.895;349.949;831.175;1.864.856;1.113.011;1.162.043;30.185;5.426.114;11.528;226.528;552.660;1.606.171;1.147.214;1.331.327;161;4.875.590;0;0;0;0;0;0;0;0;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;12/2017;9.969.495;72.391;673.507;1.486.853;1.612.594;331.220;217.191;37.301;4.431.057;1.499;13.170;27.366;35.355;14.473;22.264;0;114.127;37.284;398.198;277.056;253;264;0;0;713.056;3.027;170.517;29.152;0;0;0;0;202.696;6.083;298.418;564.910;8.795;1.611;0;0;879.816;63.173;165.083;383.280;366.480;205.123;263.000;52.178;1.498.318;33.888;94.088;230.302;357.909;165.752;163.471;0;1.045.410;5.490;68.271;159.200;42.691;27.519;34.892;658;338.721;715;20.553;164.246;307.109;129.271;12.811;0;634.704;111.591
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2017;9.513.740;50.721;553.597;917.577;846.389;100.164;503;0;2.468.952;2.025;94.104;185.408;220.562;34.306;61;18.378;554.846;7.782;681.966;747.765;2.869;0;0;0;1.440.381;30.416;2.768.136;289.581;8.142;0;0;0;3.096.275;87.446;450.822;496.851;175.325;94;0;0;1.210.537;1.632;46.737;41.614;12.169;1.932;0;0;104.083;485;56.530;206.988;171.616;31.252;1.937;0;468.808;0;22.553;35.385;0;0;0;0;57.939;0;0;0;0;0;0;0;0;111.918
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;12/2017;7.973.581;14.897;56.096;145.069;205.019;47.310;8.602;0;476.992;23.986;285.949;639.681;700.327;92.206;320;0;1.742.469;0;0;0;0;0;0;0;0;14.830;351.576;1.453.862;37.007;10.068;0;0;1.867.342;0;0;0;0;0;0;0;0;0;48.052;0;0;0;0;0;48.052;69.864;565.064;1.336.986;1.527.302;326.647;12.864;0;3.838.727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;12/2017;7.616.903;10.342;55.441;142.605;210.997;41.788;27;0;461.200;3.529;117.715;243.679;403.037;124.370;787;0;893.118;0;0;0;0;0;0;0;0;5;1.217.683;176.349;0;0;0;0;1.394.037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.183;580.514;1.470.279;2.054.154;648.685;91.733;0;4.868.547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;12/2017;6.695.367;84.017;173.266;249.675;387.821;157.371;119.621;69.017;1.240.788;33.847;122.816;290.459;329.907;14.355;19.493;7;810.883;5.251;3.989;8.599;486;0;0;0;18.325;6.363;22.151;3.173;17;0;0;0;31.704;1.047;110.495;786.607;0;0;0;0;898.149;5.088;23.066;60.186;109.418;42.125;63.511;79.219;382.611;1.021;89.366;251.601;596.663;441.631;1.447.727;78.338;2.906.347;11.520;6.454;2.042;66.350;301.603;18.590;0;406.560;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2017;6.541.845;0;75.705;225.877;763.432;170.641;24.803;0;1.260.459;0;0;0;0;0;0;0;0;0;0;5.545;0;0;0;0;5.545;0;4.881;209.457;0;0;0;0;214.337;48.330;1.039.958;1.853.504;944.965;308.451;18.345;0;4.213.552;0;133.324;127.052;32.076;7.881;15.542;0;315.875;0;4.515;8.487;6.691;4.766;0;0;24.459;45;12.955;94.928;187.552;116.986;95.153;0;507.619;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;12/2017;6.188.963;0;161.545;203.436;56.536;4.000;4.000;0;429.518;0;44;10.000;0;0;0;0;10.044;0;84.167;301.728;3.002;0;0;0;388.896;0;1.318.350;23.389;0;0;0;0;1.341.739;19.357;333.012;1.113.752;166.879;0;0;0;1.633.001;0;22.485;85.369;6.732;2.011.035;0;0;2.125.621;57.393;8.982;154.410;5.305;117;0;0;226.208;0;5.423;15.695;12.820;0;0;0;33.938;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;12/2017;5.831.775;10.574;65.839;163.085;186.755;22.763;108.327;124.904;682.247;14.624;86.535;211.459;391.190;92.080;21.416;355;817.659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;139;185;0;0;0;0;476;14;696;8.616;31.043;12.067;151;0;52.587;75.589;217.853;611.973;1.306.906;742.049;637.894;20.429;3.612.692;2.485;89.826;169.130;195.283;86.444;122.948;0;666.115;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;12/2017;4.716.055;3.080;141.940;380.387;121.000;22.356;0;0;668.765;1.844;105.174;224.018;209.102;20.674;32;0;560.843;0;22.449;46.926;0;0;0;0;69.375;25;839.488;519.273;0;0;0;0;1.358.786;0;164.497;438.056;33.549;0;0;0;636.102;1;704;1.637;2.120;0;0;0;4.461;480;73.346;785.734;361.488;149.210;35.934;0;1.406.193;0;0;7.760;3.770;0;0;0;11.530;0;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;12/2017;4.598.551;32.877;97.223;178.642;176.255;41.058;0;0;526.055;734;5.995;13.257;16.924;3.534;0;0;40.444;0;0;0;0;0;0;0;0;154;10.687;3.857;8.177;5.375;1.828;0;30.077;0;250.194;491.475;151.980;0;0;0;893.650;24.599;43.761;98.025;49.570;29.805;16.956;34.874;297.589;0;0;0;0;0;0;0;0;0;7.707;63.794;0;0;0;0;71.501;0;0;0;0;0;0;0;0;2.739.234
CREDIT SUISSE;30.771;b1;C;3;S2;199;SAO PAULO;SP;12/2017;4.170.043;6.143;101.054;209.290;57.317;100.575;0;0;474.379;0;0;381.804;107.939;107.939;508.850;408.526;1.515.058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.569;24.612;424.434;101.813;46.059;0;0;675.488;3.577;3.862;2.154;25.800;20.773;20.055;0;76.222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.428.897
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;12/2017;3.949.491;35.397;113.927;309.391;388.779;17.722;0;0;865.215;0;0;0;0;0;0;0;0;1;21.638;55.509;0;0;0;0;77.148;25.049;2.224.458;60.708;88.510;44.749;42.963;0;2.486.436;844;113.910;140.404;95.162;5.937;0;0;356.257;12.051;3.104;45.683;9.370;0;0;0;70.209;0;5.790;12.542;39.710;0;0;0;58.042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.184
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;12/2017;3.763.602;85.318;348.376;670.657;757.427;118.274;53.384;0;2.033.436;0;0;11.616;5.650;0;0;0;17.266;0;7.661;40.469;0;0;0;0;48.129;0;0;0;0;0;0;0;0;10.288;170.375;373.142;241.712;11.778;0;0;807.295;226;1.991;62.149;104.697;55.004;38.825;0;262.892;1.014;17.539;51.720;103.052;31.856;15.403;0;220.584;0;32.807;51.802;7.957;0;0;0;92.566;0;0;0;0;0;0;0;0;281.434
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;12/2017;3.613.599;143.720;306.538;421.135;263.460;3.690;0;0;1.138.544;15;0;0;0;0;0;0;15;0;2.796;2.137;0;0;0;0;4.932;11.245;677.236;316.721;1.288;0;0;0;1.006.490;41.690;159.477;160.685;43.126;1.398;0;0;406.375;37.436;20.886;74.466;14.650;1.724;0;0;149.162;0;0;0;0;0;0;0;0;0;51.588;172.921;7.628;0;0;0;232.137;0;0;0;0;0;0;0;0;675.943
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;12/2017;3.447.265;1.478;69.612;162.883;16.647;122;0;0;250.743;242;26.510;36.069;30.209;221;0;0;93.251;0;0;0;0;0;0;0;0;17.576;980.365;2.028.033;33.514;0;0;0;3.059.489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.926;16.233;24.961;662;0;0;0;43.782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;12/2017;3.332.911;6.124;918.094;1.005.625;0;0;0;0;1.929.844;396;2.865;6.140;6.885;182;0;0;16.468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.028;46.125;100.120;119.094;12.450;30;0;282.848;11.178;65.379;4.515;1.554;784;0;0;83.408;7.622;108.255;316.651;444.755;129.972;13.088;0;1.020.343;0;0;0;0;0;0;0;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;12/2017;2.953.899;19.470;190.796;337.890;425.238;52.623;0;5.751;1.031.768;0;10.759;22.786;1.668;987;0;0;36.201;0;0;0;0;0;0;0;0;0;23.517;5.205;6;0;0;0;28.728;12.990;122.657;613.710;174.370;17.215;0;0;940.942;26.042;10.486;217.928;271.584;47.413;7.939;0;581.390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334.870
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;12/2017;2.700.250;8.010;321.738;394.023;326.905;23.572;4.406;0;1.078.654;0;152;0;235;259;54;0;699;3.191;598.698;130.356;0;0;0;0;732.245;32;137.903;31.078;8.839;0;0;0;177.852;0;265.360;268.402;65.362;451;0;0;599.575;326;77.640;28.457;3.906;623;272;0;111.225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;12/2017;2.595.829;0;0;0;0;0;0;0;0;24.445;1.155.498;710.158;433.507;29.686;6.192;0;2.359.487;0;0;0;0;0;0;0;0;0;234.497;1.845;0;0;0;0;236.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;12/2017;2.447.133;0;0;0;0;0;0;0;0;3.959;322.206;186.213;209.538;19.501;7;0;741.425;0;0;0;0;0;0;0;0;0;322.031;1.381.497;0;0;0;0;1.703.528;0;0;0;0;0;0;0;0;0;88;2.092;0;0;0;0;2.179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;12/2017;2.442.700;138.419;138.117;314.744;265.653;20.333;10.261;0;887.528;141.135;123.507;166.299;99.934;4.362;836;5;536.077;1.413;0;0;0;0;546.303;0;547.716;5;552;1.401;2.356;558;777;0;5.649;34.160;92.404;102.700;37.125;0;0;0;266.390;108.148;42.205;16.222;29.209;3.558;0;0;199.340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.199.589;0;12.879;71.575;32.847;0;0;0;117.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351.823;1.234.751;241.596;0;0;0;1.828.170;254.119;0;0;0;0;0;0;254.119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2017;2.054.156;25.497;105.388;200.132;282.817;74.034;22.732;0;710.601;578;1.952;3.632;3.744;24;0;0;9.931;38.928;254.939;7.616;0;0;0;0;301.482;754;4.500;173;0;0;0;0;5.427;1.555;0;83.758;0;0;0;0;85.313;41.607;73.607;158.330;236.150;80.542;9.465;0;599.702;0;0;0;0;0;0;0;0;0;448;12.021;199.404;44.131;0;0;256.003;366;13.504;40.160;29.189;2.480;0;0;85.698;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.019.595;0;4.569;168.825;12.113;25;0;0;185.531;1.521;115.195;254.799;437.645;96.790;0;0;905.950;0;0;0;0;0;0;0;0;749;23.131;7.568;17.668;3.258;0;0;52.375;19;217.284;339.577;309.071;0;0;0;865.951;4.585;300;0;0;0;0;0;4.885;173;823;2.140;1.767;0;0;0;4.903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.927.685;0;277.874;186.062;174.609;2.520;0;0;641.065;0;0;0;0;0;0;0;0;0;20.957;12.995;0;0;0;0;33.952;0;23.104;0;0;0;0;0;23.104;0;174.734;650.904;0;0;0;0;825.638;0;501;0;99.222;0;0;0;99.723;0;302;20.453;2.329;2.232;1.359;0;26.674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277.530
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.923.101;0;172.186;157.706;22.361;10.666;0;0;362.920;0;0;0;0;0;0;0;0;0;8.530;122.592;30.000;0;0;0;161.122;0;287.789;31.909;37.784;0;0;0;357.482;0;88.180;200.718;0;612.550;0;0;901.448;5.744;116.516;17.637;232;0;0;0;140.129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;12/2017;1.834.255;0;350;857;0;0;0;0;1.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.505;747.916;13.879;18.683;3.888;0;0;790.871;0;0;0;0;0;0;0;0;18.373;29.217;92.884;92.933;21.089;0;0;254.497;0;0;0;0;0;0;0;0;5.875;27.364;202.263;342.496;159.370;50.312;0;787.680;0;0;0;0;0;0;0;0;0
