Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2015;390.069.877;1.353.184;13.229.259;24.137.039;28.248.959;13.334.914;3.028.740;120.429;83.452.523;52.352;1.335.907;3.771.535;12.789.812;15.051.059;19.142.487;5.034.483;57.177.634;226.828;3.072.288;823.810;3.803;0;0;7.282;4.134.011;597.160;8.932.434;1.819.730;191.605;248.548;609.274;226.471;12.625.222;150.583;6.187.988;10.317.466;188.539;17.695;997;0;16.863.268;688.946;3.734.704;8.549.940;11.578.184;12.828.522;9.103.240;90.727;46.574.263;549.258;7.564.376;18.241.548;25.069.947;11.939.766;17.542.620;8.723.897;89.631.413;99.046;3.788.379;6.926.636;2.051.838;1.201.055;2.117.656;15.849;16.200.458;5.132;171.134;1.286.530;3.360.546;517.047;25.870;0;5.366.259;58.044.825
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2015;12.621.016;0;0;0;0;0;0;0;0;0;4.086;43.587;44.956;13.579;0;0;106.208;2.783;155.813;50.533;0;0;0;0;209.129;579;228.179;42.081;0;0;0;0;270.839;4.854;336.730;813.539;433.182;24.526;0;0;1.612.832;64.395;981.690;1.359.778;1.430.633;97.739;11.589;15;3.945.839;1.339;112.162;357.601;503.582;230.364;155.879;0;1.360.927;0;144.569;294.580;302.247;83.580;110.104;0;935.079;0;0;0;0;0;0;0;0;4.180.163
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2015;12.591.186;3.990;36.264;102.644;177.789;45.867;16;0;366.570;16.177;336.835;627.492;482.906;32.594;52;0;1.496.056;0;0;0;0;0;0;0;0;40.346;536.576;1.463.437;36.078;6.807;0;0;2.083.245;0;0;0;0;0;0;0;0;0;55.342;0;0;0;0;0;55.342;113.343;958.521;2.465.678;3.936.232;1.050.420;65.780;0;8.589.974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2015;11.937.300;177.171;770.436;1.015.267;636.330;411.360;789;0;3.011.354;1.348;68.830;127.401;107.940;3.255;0;0;308.775;5.830;258.490;381.314;0;0;0;0;645.634;21.790;1.819.518;241.123;27.129;0;0;0;2.109.560;42.938;854.100;2.230.423;681.455;45.938;0;0;3.854.854;160.743;147.468;5.727;0;0;0;0;313.938;628;91.900;84.900;187.690;2.806;0;0;367.924;0;236.577;1.012.535;76.149;0;0;0;1.325.262;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2015;10.178.735;12.130;36.541;91.751;147.809;37.035;19;0;325.286;11.765;94.954;251.706;302.050;57.737;67;0;718.278;0;0;0;0;0;0;0;0;0;1.263.431;143.090;0;0;0;0;1.406.522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.905;769.056;2.064.474;3.397.093;1.152.065;276.057;0;7.728.649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2015;9.428.806;92.765;297.747;727.443;926.105;58.608;21.664;74.526;2.198.858;31.678;136.971;354.743;284.474;119.683;205.043;2.360;1.134.952;20.186;69.129;135.763;891;0;0;0;225.969;13.652;45.701;5.375;1;0;0;0;64.729;649;399.935;562.525;1.128;0;0;0;964.236;187.840;75.715;47.266;107.833;62.280;217.081;86.082;784.097;2.967;106.620;326.008;731.434;628.584;1.667.308;349.166;3.812.088;73.895;3.278;16.504;14.385;18.106;117.709;0;243.877;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2015;8.644.276;0;0;0;0;0;0;0;0;399;1.069;59.098;79.133;907;604;0;141.210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.355;224.642;544.669;1.319.601;1.137.370;1.393.185;53.152;4.702.974;5.329;248.385;362.125;921.509;954.092;1.308.103;551;3.800.092;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2015;7.794.981;0;26.702;43.830;0;0;0;0;70.532;511;2.602;6.612;10.441;1.151;29;0;21.347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.813;40.336;0;0;0;0;63.149;0;205.401;652.525;280.607;26.169;108.352;24;1.273.077;77;31.266;88.203;208.401;163.031;187.599;0;678.577;0;2.080.799;3.030.683;553.491;18.091;5.235;0;5.688.299;0;0;0;0;0;0;0;0;0
BIC;32.119;b1;C;3;;199;SAO PAULO;SP;06/2015;7.397.406;204.929;1.017.330;1.232.168;939.688;159.578;7.050;0;3.560.743;17.011;86.867;126.425;81.051;2.273;0;0;313.627;12.146;41.443;8.833;0;0;0;0;62.423;513;292;0;0;0;0;0;804;61.021;585.381;1.072.642;122.823;13.781;0;0;1.855.648;210.564;112.779;135.468;161.513;55.532;2.733;35.078;713.667;0;0;0;0;0;0;0;0;627;35.732;50.724;0;0;0;0;87.082;0;0;0;0;0;0;0;0;803.411
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2015;7.129.738;2;6.964;19.943;24.666;5.084;554;0;57.212;32;6.558;17.217;33.868;10.962;32;0;68.668;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.991;52.103;579.030;357.188;1.909;4.166;0;1.001.388;96;11.460;35.657;97.723;100.936;61.829;0;307.701;0;1.262.336;2.560.238;1.534.452;256.663;81.076;0;5.694.766;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2015;5.966.189;8.308;13.524;95.998;145.057;109.482;49.679;72;422.118;0;0;0;0;0;0;0;0;0;6.076;32.334;0;0;0;0;38.410;0;9.725;7.095;0;0;0;0;16.820;48.166;1.132.136;2.422.271;880.381;268.135;21.468;0;4.772.557;3.471;45.503;30.072;30.763;169.299;0;0;279.108;0;8.302;20.421;18.987;34;6;0;47.750;31;19.046;42.191;121.641;116.177;90.339;0;389.425;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2015;5.880.385;1.047;24.586;158.672;323.476;54.818;0;0;562.599;0;3.402;78.802;137.485;53.787;268.936;268.884;811.295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195.554;136.647;225.026;226.274;42.248;0;825.749;35.281;92.089;132.629;2.154;2.248;6.369;0;270.769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.409.973
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;06/2015;5.540.651;35.786;556.661;972.118;733.725;60.617;153;0;2.359.060;614;7.364;8.971;7.640;1.268;1;0;25.859;54.676;868.703;410.975;3.709;0;0;0;1.338.062;5.519;391.742;52.627;663;0;0;0;450.552;15.205;331.065;438.468;34.644;0;0;0;819.382;5.985;28.736;52.895;18.509;0;0;0;106.126;2.880;42.568;110.900;115.379;30.805;5.582;0;308.114;0;7.343;34.175;8.012;0;0;0;49.530;0;0;0;0;0;0;0;0;83.967
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2015;5.302.005;39.737;118.014;394.163;387.785;36.269;108.132;0;1.084.100;6.720;36.342;106.608;285.776;183.318;39.816;0;658.580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;240;461;613;12;12;0;1.555;24.184;173.816;353.666;948.120;818.339;974.843;0;3.292.968;3.797;24.027;58.928;67.772;38.149;72.042;88;264.803;0;0;0;0;0;0;0;0;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;06/2015;5.062.272;15.412;634.045;683.829;671.071;175.257;20.008;0;2.199.622;0;0;0;0;0;0;0;0;0;0;8.131;0;0;0;0;8.131;0;664;642;0;0;0;0;1.305;8.111;250.088;251.602;167.759;0;0;0;677.561;6.019;33.636;53.070;57.718;44.492;17.633;0;212.568;398;94.474;171.060;328.082;142.110;92.072;0;828.196;1.316;68.827;112.650;60.487;2.908;0;0;246.188;0;0;0;0;0;0;0;0;888.700
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2015;4.755.129;697;297.332;879.611;370.350;36.732;0;0;1.584.722;2.205;143.037;278.510;204.977;12.573;1;0;641.303;0;105.247;113.015;0;0;0;0;218.262;0;450.124;338.387;4.118;141;0;0;792.770;0;86.965;94.845;0;0;0;0;181.810;0;1.179;2.987;6.616;3.363;107;0;14.252;1.494;105.038;282.679;599.433;201.780;129.957;0;1.320.379;0;324;840;421;45;0;0;1.631;0;0;0;0;0;0;0;0;0
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2015;4.616.106;27.763;284.159;863.819;1.001.931;80.246;0;0;2.257.917;134.485;216.591;399.247;330.252;37.906;11.357;4.207;1.134.044;0;0;0;0;0;50.251;0;50.251;0;12.441;58;14.543;51;45;0;27.138;23.347;158.109;544.325;243.655;7.037;0;0;976.473;34.454;29.154;75.094;31.581;0;0;0;170.282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;06/2015;4.269.035;4.846;59.653;256.892;53.033;1.336;0;0;375.760;1.255;8.650;35.296;15.854;111;0;0;61.166;0;0;0;0;0;0;0;0;4.557;733.794;2.156.579;202.695;0;0;0;3.097.625;0;0;0;0;0;0;0;0;0;125.712;0;0;0;0;0;125.712;21.024;75.314;196.929;292.620;22.887;0;0;608.772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2015;4.130.408;10;207.290;89.426;65.059;11.611;0;0;373.397;9;23.952;41.657;13.497;0;0;0;79.117;0;33.639;115.885;7.905;0;0;0;157.429;0;867.511;1.443;0;0;0;0;868.954;35.767;1.036.377;1.386.834;0;0;0;0;2.458.977;0;8.384;23.342;3.416;0;0;0;35.142;0;7.365;61.092;33.654;6.285;0;0;108.396;0;25.961;17.415;5.620;0;0;0;48.996;0;0;0;0;0;0;0;0;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;06/2015;3.842.960;922;3.531;7.997;4.543;449;0;0;17.442;6.986;58.188;112.697;113.135;19.144;11;0;310.161;0;0;0;0;0;0;0;0;0;201.465;42.635;0;0;0;0;244.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.912;275.055;804.469;1.530.728;585.791;28.301;0;3.271.257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;06/2015;3.840.662;0;126.594;171.203;22.080;678;0;0;320.554;0;0;0;0;0;0;0;0;0;252.029;30.181;0;0;0;0;282.210;0;563.266;90.499;23.534;414;0;0;677.714;0;395.486;314.991;0;0;792.007;0;1.502.484;1.049;3.778;376;0;0;0;0;5.203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.052.497
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;06/2015;3.809.694;0;0;0;0;0;0;0;0;10.857;519.995;1.397.981;1.405.350;278.266;20.077;0;3.632.525;0;0;0;0;0;0;0;0;6.037;41.112;0;0;0;0;0;47.149;0;0;0;0;0;0;0;0;0;6.895;7.051;116.074;0;0;0;130.020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;06/2015;3.495.027;4.595;17.925;62.395;171.444;1.977;0;0;258.336;8.598;52.720;125.459;166.418;22.051;0;0;375.246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;1.393;2.354;2.526;13;0;0;6.478;49.652;253.187;702.896;1.272.124;456.615;120.494;0;2.854.967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2015;3.451.618;56.231;228.740;400.882;395.575;74.832;807;0;1.157.066;635;4.561;9.228;7.343;59;0;0;21.826;163.242;1.032.431;39.349;0;0;0;0;1.235.022;2.743;68.152;2.648;0;0;0;0;73.543;123;18.611;39.609;0;0;0;0;58.344;55.471;57.537;151.565;231.426;77.531;9.988;0;583.518;0;0;0;0;0;0;0;0;1.036;12.251;13.778;809;164.509;56.555;0;248.938;0;13.813;29.110;30.114;325;0;0;73.362;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2015;3.149.989;25.372;1.208.208;224.432;0;0;0;0;1.458.013;2.707;34.364;77.875;73.540;12.599;121;0;201.206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.207;869;6.687;6.893;1.189;2;0;16.846;58.167;194.741;328.086;585.624;207.645;1.517;0;1.375.779;3.121;3.988;22.194;39.647;23.590;5.605;0;98.145;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;06/2015;2.963.486;53.638;420.521;360.366;196.012;3.308;0;0;1.033.845;3.012;5.742;9.561;3.300;0;0;0;21.615;12.532;30.545;0;0;0;0;0;43.077;3.536;212.613;34.405;0;0;0;0;250.554;9.450;287.813;238.966;62.326;0;0;0;598.555;79.300;94.736;133.181;10.905;0;0;0;318.121;56;4.598;9.145;4.718;0;0;0;18.518;4.376;78.473;48.300;13.675;0;0;0;144.824;0;0;0;0;0;0;0;0;534.376
ING;51.073;b1;C;3;;199;SAO PAULO;SP;06/2015;2.930.066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717.431;1.501.160;0;0;0;0;2.218.591;0;91.024;310.205;310.247;0;0;0;711.476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
