Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2019;526.148.152;2.861.179;5.301.108;13.518.508;22.799.960;10.278.034;4.813.537;7.849;59.580.175;615.905;939.804;1.532.163;1.121.934;98.414;340;9.526;4.318.086;132.257;468.604;859.785;457.443;19.188;67;731;1.938.075;1.360.519;12.952.795;34.632.939;79.501.373;64.055.904;175.174.967;67.454.857;435.133.355;1.473.819;5.979.192;1.926.794;129.226;16.115;15.320;0;9.540.465;156.965;1.339.518;953.038;644.105;197.522;72.950;0;3.364.098;1.574.479;3.539.932;2.797.727;2.279.311;1.090.418;943.123;48.909;12.273.899;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2019;8.988.808;0;25.525;64.434;95.363;31.720;4.103;0;221.145;0;70;137;553;338;261;0;1.360;0;3.437;9.010;19.389;11.990;874;0;44.699;0;5.815;7.757;20.042;19.589;85.476;73.157;211.837;0;0;0;0;0;0;0;0;0;533.800;1.100.231;2.791.643;2.098.702;1.962.244;8;8.486.629;99;2.696;5.654;10.540;3.123;1.025;0;23.138;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2019;8.045.385;17.991;339.902;880.225;1.823.106;1.040.293;849.907;0;4.951.425;14.643;276.971;447.744;700.559;292.453;137.206;0;1.869.576;1.282;9.232;20.182;21.838;2.826;0;0;55.360;470;14.684;32.133;82.884;77.507;322.914;227.158;757.750;0;0;0;0;0;0;0;0;2.093;22.191;64.719;38.140;21.486;14.528;0;163.155;5.286;43.347;92.258;23.022;11.626;9.799;62.780;248.118;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;03/2019;7.946.666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.056.962;4.446.407;2.031.875;411.399;23;0;0;7.946.666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2019;7.837.904;12.396;30.250;67.176;77.675;21.973;6.799;42;216.310;162.849;231.375;204.017;25.684;216;0;0;624.141;570;609;390;17;0;0;0;1.585;0;0;0;0;0;0;0;0;290.667;6.185.741;92.117;34.999;4.580;1;0;6.608.104;0;0;0;0;0;0;0;0;397;1.655;4.332;10.294;4.205;8.505;0;29.389;358.375
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;03/2019;7.368.710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.174.568;1.225.848;374;0;0;0;6.400.789;0;0;0;0;0;0;0;0;432.260;394.974;133.342;7.345;0;0;0;967.921;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2019;6.827.146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69.516;1.049.888;2.425.029;2.859.390;422.792;531;0;6.827.146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2019;6.736.839;46.630;379.231;1.060.480;2.053.227;1.140.312;501.266;0;5.181.146;4.793;9.298;90.658;13.524;3.330;6;0;121.608;27.245;116.066;254.374;317.355;32.495;2;0;747.537;0;0;0;0;0;0;0;0;17.312;397.766;5.629;1.293;392;38;0;422.429;0;0;0;531;0;0;0;531;4.226;81.012;73.205;52.565;6.799;37.781;63;255.651;7.936
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;03/2019;6.105.116;2.296;10.143;28.813;30.163;5.968;53;0;77.436;4.534;14.042;26.324;3.786;0;0;0;48.686;12.849;114.322;281.119;394.480;58.160;137;0;861.067;0;0;0;0;0;0;0;0;400.368;3.347.226;1.236.591;96.870;9.110;1;0;5.090.167;0;0;0;0;0;0;0;0;700;5.335;11.096;9.857;772;2;0;27.760;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2019;6.092.712;1.223;9.897;22.928;23.590;2.070;0;0;59.708;344;2.205;1.437;235;10;0;0;4.230;49.854;843.865;2.138.255;2.656.452;339.721;627;0;6.028.774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2019;6.064.806;2.740;74.620;191.740;393.721;173.692;27.691;0;864.204;518;13.725;40.052;74.579;30.784;5.927;0;165.585;0;0;2;4;4;0;0;11;0;485;1.016;2.721;2.677;12.648;14.450;33.998;26.195;513.130;2.269.102;6.087;51;0;0;2.814.566;0;117.843;273.667;680.406;525.994;552.304;0;2.150.213;512;4.364;19.230;3.466;3.233;5.425;0;36.229;0
JOHN DEERE;50.071;b1;C;3;S3;199;INDAIATUBA;SP;03/2019;5.886.095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.689;1.368.568;151.250;2.181.734;1.455.928;559.921;0;5.733.091;2.024;67.046;25.439;52.291;6.140;64;0;153.004;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2019;5.210.444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443;5.035;10.282;14.243;4.635;327;0;34.965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.543;1.132.672;187.098;1.895.918;1.311.179;622.278;0;5.160.688;1.530;11.731;477;896;157;0;0;14.791;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;03/2019;4.936.130;0;0;0;0;0;0;0;0;5;131;264;418;4;0;0;821;10.405;570.732;1.610.561;2.620.219;102.037;109;0;4.914.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;3.598;8.365;8.674;480;1;0;21.245;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2019;4.440.232;462;15.668;39.258;48.918;11.984;272;0;116.562;2.711;8.195;15.744;10.451;106;2;0;37.209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.949;37.644;11.423;4;0;0;0;55.020;27.395;4.715;16.510;173.842;669.728;3.166;0;895.356;62.948;2.115.628;1.122.295;31.928;2.165;987;135;3.336.086;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;03/2019;4.351.793;0;0;0;0;0;0;0;0;11;390;1.589;2.165;28;0;0;4.182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.149;528.265;771.284;1.775.708;930.812;269.870;0;4.297.088;1.139;3.572;6.773;18.674;10.884;9.482;0;50.524;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;03/2019;4.330.878;8.522;203.895;763.021;1.238.367;555.630;382.859;0;3.152.295;19.889;220.031;415.800;305.882;44.609;180;0;1.006.390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.620;31.920;11.097;870;0;0;1;47.508;525;0;396;4.834;323;399;0;6.477;3.170;15.390;31.856;41.170;17.241;9.347;33;118.207;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;03/2019;4.109.038;216;1.068;1.910;781;0;0;0;3.975;263.423;283.167;192.921;4.226;0;0;0;743.737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;705.418;1.946.486;704.297;5.125;0;0;0;3.361.326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2019;3.933.754;16.745;188.764;497.695;682.131;281.625;52.881;0;1.719.842;93.517;276.566;593.387;370.134;147.541;10.167;0;1.491.314;112;1.116;2.361;2.987;138;0;0;6.714;0;1.205;3.884;8.190;6.204;17.300;11.400;48.182;13.535;271.148;38.088;412;0;0;0;323.183;22.058;29.630;30.511;30.004;7.585;0;0;119.789;41.449;63.499;58.411;18.402;5.352;2.140;142;189.396;35.335
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;03/2019;3.672.496;0;0;0;0;0;0;0;0;0;9;12;0;0;0;0;21;64.153;595.580;1.374.194;1.523.842;114.705;1;0;3.672.475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2019;3.498.601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.935;242.373;471.692;1.309.226;786.645;604.811;191;3.434.872;340;5.442;9.597;24.730;16.467;7.154;0;63.729;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2019;3.479.799;3.964;232.268;586.243;944.899;449.176;212.328;0;2.428.878;391;12.266;27.266;24.965;3.509;51;0;68.449;3.229;157.904;372.512;405.667;38.796;44;0;978.152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;32;7;0;0;0;93;273;2.416;1.322;196;21;0;0;4.228;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;03/2019;3.123.848;16.232;267.085;699.956;1.243.654;631.710;232.889;0;3.091.527;0;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;785;1.770;4.614;9.441;6.232;9.267;209;32.318;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;03/2019;2.802.359;9.027;62.583;180.189;298.270;134.222;71.696;0;755.988;20;73;249;385;62;10;0;799;0;0;0;0;0;0;0;0;7.562;32.989;70.019;167.434;150.537;466.640;111.240;1.006.419;56.452;422.848;0;0;0;0;0;479.301;0;0;0;0;0;0;0;0;6.407;25.369;51.470;133.466;122.190;220.286;665;559.852;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;03/2019;2.743.312;159;217;191;4;0;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;982.338;1.006.582;27.385;0;0;0;2.016.345;0;0;0;0;0;0;0;0;528.283;124.603;67.315;6.195;0;0;0;726.396;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;03/2019;2.545.504;5.681;87.799;276.447;503.791;289.898;104.654;0;1.268.270;3.999;34.502;77.346;65.057;14.349;83;0;195.336;264;3.027;8.055;13.803;3.846;17;0;29.012;182;4.889;14.423;37.825;36.430;154.630;128.292;376.671;21.937;292.997;15.286;6.751;0;0;0;336.972;7.454;7.580;77.208;78.515;4.950;536;0;176.242;12.032;53.825;43.716;33.309;6.525;13.580;13;163.001;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;03/2019;2.521.366;0;0;0;0;0;0;0;0;176.774;96.636;121.120;62.822;3.173;0;0;460.523;96.428;295.823;612.348;663.440;56.564;0;0;1.724.602;0;0;0;0;0;0;0;0;94.443;162.639;30.625;104;0;0;0;287.810;0;0;0;0;0;0;0;0;10.614;23.964;13.729;123;0;0;0;48.430;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;03/2019;2.256.741;0;242;846;1.061;1;0;0;2.149;18.702;124.281;275.460;191.884;90.897;3.679;0;704.902;353;12.078;31.931;51.413;8.051;9;0;103.836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.824;187.179;879.405;191.311;33.322;4.011;0;1.311.052;11.433;78.128;42.447;2.703;53;38;0;134.801;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;03/2019;2.110.922;2;39;100;137;44;0;0;322;667.572;851.995;589.755;1.269;0;0;0;2.110.591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2019;2.108.604;16.234;164.272;443.886;799.265;380.423;150.663;5;1.954.748;44;393;738;962;679;308;38;3.161;6.494;21.188;43.772;37.755;1.451;0;0;110.659;0;42;111;287;297;897;199;1.834;63;739;0;0;0;0;0;802;0;0;0;0;0;0;0;0;63;3.838;24.868;5.892;2.741;0;0;37.401;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2019;2.039.170;182;8;11;3;4;0;0;209;8.160;18.633;30.328;31.473;217;0;0;88.811;0;0;0;0;0;0;0;0;24;58;149;413;378;665;98;1.785;55.153;160.185;43.857;46;0;0;0;259.240;0;5.813;15.756;0;0;0;0;21.569;29.140;336.195;353.041;819.635;127.645;1.900;0;1.667.555;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;03/2019;1.960.621;4.371;53.969;117.556;278.239;199.002;233.474;26;886.637;5.667;76.788;82.605;98.129;53.633;30.878;68;347.767;0;0;0;0;0;0;0;0;319;4.805;14.261;36.177;34.297;141.189;112.839;343.886;28.089;188.733;43.896;150;0;0;0;260.867;178;4.342;9.438;18.930;17.648;17.186;0;67.722;2.737;24.452;25.527;931;40;54;0;53.741;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;03/2019;1.860.623;16;539;1.416;1.507;0;0;0;3.478;13.548;182.550;418.690;489.932;66.489;13.387;11;1.184.607;420;8.674;21.827;32.869;5.052;5;0;68.846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.535;113.459;250.296;196.919;24.679;5.804;0;603.692;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;03/2019;1.767.767;842;13.239;34.220;55.811;26.743;5.001;0;135.858;385.437;403.764;379.006;10.287;4;1;0;1.178.498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169.790;231.292;28.328;7;0;0;0;429.417;0;0;0;0;0;0;0;0;17.656;903;4.914;522;0;0;0;23.995;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;03/2019;1.626.130;602;21.200;25.135;46.892;26.732;5.545;0;126.106;12.813;204.293;315.334;559.181;334.584;73.818;0;1.500.023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;03/2019;1.615.649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.426;59.096;199.702;355.764;208.404;513.170;232.193;1.597.755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;371;1.062;2.751;2.611;9.109;1.773;17.894;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;03/2019;1.608.485;968;25.721;74.236;146.276;90.755;82.916;0;420.872;2.167;27.191;44.406;41.942;4.430;1.818;0;121.954;105;3.689;10.277;20.807;5.111;7;0;39.995;0;0;0;0;0;0;0;0;8.640;70.292;20.723;121;4;0;0;99.781;7.043;234.762;255.740;154.178;64.608;884;0;717.214;10.252;66.386;74.338;40.173;13.399;3.895;226;208.670;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;03/2019;1.576.580;182;6.699;19.559;40.039;22.974;16.521;0;105.975;2.673;44.486;96.841;127.700;21.360;1.149;0;294.208;100;4.302;11.692;23.673;7.425;17;0;47.208;0;0;0;0;0;0;0;0;4.613;42.784;12.360;170;30;0;0;59.957;69;261.490;260.984;160.265;3.741;202;0;686.751;8.539;131.120;88.070;94.729;30.188;29.519;315;382.480;0
