Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;502.271.739;1.826.243;5.845.927;14.907.972;24.512.654;11.377.776;5.437.883;368;63.908.824;1.163.968;1.216.975;2.153.549;1.569.114;14.150;0;6.155;6.123.912;444.035;1.558.766;3.628.731;4.548.446;426.320;365;1.001;10.607.666;1.584.562;12.140.230;32.346.079;73.821.730;58.529.215;155.069.007;57.649.207;391.140.031;1.980.091;5.929.143;1.692.516;147.415;12;0;0;9.749.178;221.025;312.908;1.905.524;824.124;459.838;175.712;0;3.899.131;2.438.888;4.040.011;3.720.932;3.608.445;1.452.363;1.494.582;87.777;16.842.998;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;12/2016;8.034.477;25.679;383.521;964.512;1.948.570;1.013.081;286.775;0;4.622.139;33.922;288.852;393.134;699.235;278.841;101.523;0;1.795.507;2.576;19.426;47.191;59.286;8.105;3;0;136.586;601;28.350;82.290;214.963;204.682;252.145;0;783.030;9;1.848;142;0;0;0;0;1.999;29.186;8.484;83.521;65.105;44.373;45.130;0;275.800;12.108;33.256;164.044;40.808;17.218;6.955;145.026;419.415;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;12/2016;7.134.028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.904;1.203.559;2.752.945;2.833.781;253.505;334;0;7.134.028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;12/2016;6.942.597;25.023;111.608;260.507;294.345;63.617;19.804;97;774.999;12.112;50.409;90.274;38.495;81;54;0;191.425;59.146;135.826;278.583;204.213;171;2;0;677.941;0;0;0;0;0;0;0;0;341.649;4.772.825;68.916;47.048;7.978;0;0;5.238.417;0;0;0;0;0;0;0;0;656;2.107;10.754;13.778;12.135;20.384;0;59.814;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;12/2016;6.434.613;4.805;27.299;51.096;101.030;28.543;62;0;212.836;32.219;159.976;318.530;432.007;80.119;0;0;1.022.851;0;0;0;0;0;0;0;0;1.034;19.612;42.720;110.873;104.235;427.357;350.981;1.056.812;354.134;2.694.414;637.841;190.233;397;0;0;3.877.019;0;0;54.687;0;0;0;0;54.687;43.124;111.398;44.295;8.770;2.822;0;0;210.408;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;12/2016;6.063.505;0;7.258;18.772;26.563;8.555;1.306;0;62.453;0;34;98;142;0;0;0;274;0;5.652;16.357;34.251;20.200;16.495;0;92.956;0;1.187;2.599;6.686;6.415;27.111;21.156;65.154;0;0;0;0;0;0;0;0;0;148.280;879.481;1.907.484;1.491.996;1.387.255;67;5.814.564;888;3.578;11.276;9.734;966;1.662;0;28.104;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;12/2016;5.874.336;60.786;369.931;1.006.790;1.973.090;1.057.478;335.564;0;4.803.640;9.992;34.240;35.963;17.664;276;15;0;98.151;33.736;104.521;220.548;218.115;8.816;3;0;585.739;0;0;0;0;0;0;0;0;12.553;252.642;3.582;320;73;0;0;269.171;0;0;0;252;0;0;0;252;4.325;16.027;45.842;17.812;4.896;25.089;87;114.079;3.305
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;12/2016;5.653.457;859;9.659;21.148;25.209;2.596;0;0;59.471;407;781;1.569;1.812;63;0;0;4.631;64.443;876.153;2.094.676;2.332.002;221.619;461;0;5.589.355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;12/2016;5.431.323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952.705;3.069.670;1.229.319;179.629;0;0;0;5.431.323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;12/2016;4.790.627;0;0;0;0;0;0;0;0;2.167;4.831;49.733;34.595;2.002;168;0;93.495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.286;7.082;1.091.834;1.669.347;1.132.304;509.201;0;4.435.054;6.446;150;123.923;116.221;15.339;0;0;262.078;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;12/2016;4.771.382;1.645;11.105;21.864;23.620;3.489;4;0;61.727;684;5.374;2.557;1.088;0;0;0;9.703;7.990;75.436;170.465;187.264;14.101;11;0;455.268;0;0;0;0;0;0;0;0;294.961;2.976.057;942.571;30.132;963;0;0;4.244.684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;12/2016;4.600.798;536;18.135;44.106;58.477;12.217;498;0;133.968;3.816;9.399;18.399;13.125;117;9;0;44.864;0;0;0;0;0;0;0;0;0;2;5;14;14;71;136;243;12.073;39.887;10.499;3;0;0;0;62.462;606.873;2.187;26.282;10.699;127.497;585.011;0;1.358.550;78.782;1.822.904;1.066.650;29.759;1.787;829;0;3.000.711;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;12/2016;3.850.139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;404;803;884;49;0;0;2.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.680;18.222;957.420;1.519.132;867.770;320.394;0;3.694.618;7.520;36.357;60.429;39.716;9.354;0;0;153.376;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;12/2016;3.772.574;18.485;219.016;509.587;683.409;157.421;10.745;0;1.598.662;68.290;285.773;615.690;559.228;76.121;3.704;0;1.608.806;1.915;7.488;13.989;8.536;263;0;0;32.190;0;300;843;1.884;1.412;1.534;11;5.985;13.107;182.931;0;0;0;0;0;196.038;2.696;4.497;33.525;60.114;22.608;4.891;0;128.332;41.047;67.245;63.408;22.787;6.102;1.738;234;202.562;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;12/2016;3.744.481;0;0;0;0;0;0;0;0;39;147;1.012;1.677;1.593;0;0;4.468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.331;182.295;989.381;1.603.951;690.976;222.986;0;3.737.920;99;523;897;512;25;37;0;2.093;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;12/2016;3.714.599;1.644;45.185;113.331;237.336;101.771;5.333;0;504.600;948;5.636;19.570;30.556;11.571;2.122;0;70.404;0;0;0;0;0;0;0;0;0;7;10;26;26;127;191;387;31.780;366.404;1.166.404;2.084;0;1;0;1.566.673;0;46.898;187.668;437.860;350.908;397.016;0;1.420.350;2.721;21.767;43.140;78.005;6.425;128;0;152.186;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;12/2016;3.647.095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.672;105.359;497.193;1.100.233;940.501;898.742;83;3.557.784;2.740;3.504;13.884;29.742;19.866;19.576;0;89.311;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2016;3.617.137;5.838;259.381;588.242;1.087.412;438.595;154.729;0;2.534.197;23.808;215.233;375.447;332.873;62.849;5.419;12;1.015.641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.450;34.469;9.903;117;0;0;0;51.939;0;84;2.624;260;1.855;821;0;5.643;2.104;3.071;3.972;569;0;0;0;9.716;0
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;12/2016;3.551.315;27.412;297.246;762.082;1.336.504;641.842;238.950;0;3.304.036;12.118;64.947;66.202;4.214;2;0;0;147.482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.066;4.303;0;0;0;0;0;6.369;0;0;0;0;0;0;0;0;14.217;13.027;17.671;18.132;10.966;18.182;1.233;93.427;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2016;3.222.457;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;68.307;536.583;1.205.544;1.322.415;89.588;20;0;3.222.456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2016;2.951.588;140;997;1.513;791;37;0;0;3.478;76.731;127.989;70.440;360;0;0;0;275.520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615.578;1.559.547;496.193;1.271;0;0;0;2.672.590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;12/2016;2.810.926;5.491;194.030;487.272;766.055;286.462;90.218;0;1.829.529;217;60.212;50.108;13.775;1.334;0;0;125.647;5.840;161.953;338.542;324.795;21.058;9;0;852.196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;294;459;12;0;0;897;1;2.373;284;0;0;0;0;2.658;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;12/2016;2.761.434;0;0;0;0;0;0;0;0;2;108;231;221;19;0;0;580;15.993;445.313;1.015.457;1.176.933;87.194;67;0;2.740.959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;3.504;7.879;7.908;439;0;0;19.895;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;12/2016;2.417.721;14.871;184.191;485.576;845.018;403.128;105.795;0;2.038.579;882;3.033;7.247;10.593;3.496;315;63;25.627;13.705;43.581;99.383;119.156;10.868;3;0;286.696;0;42;97;257;266;1.099;306;2.068;61;771;0;0;0;0;0;832;0;0;0;0;0;0;0;0;611;6.394;8.906;24.758;20.100;3.150;0;63.919;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2016;2.229.935;5.268;66.439;239.221;430.271;202.957;61.373;0;1.005.528;4.105;35.308;57.608;45.110;5.192;105;0;147.428;1.975;7.836;17.028;16.465;687;2;0;43.994;95;3.575;10.319;27.468;26.714;117.089;105.128;290.389;18.397;224.223;347;0;0;0;0;242.968;7.985;68.370;72.775;100.223;50.728;1.676;0;301.758;15.996;66.362;53.246;44.765;8.823;8.660;19;197.871;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2016;2.030.646;0;0;0;0;0;0;0;0;684.934;931.347;412.718;1.647;0;0;0;2.030.646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;12/2016;1.941.660;8.841;67.822;188.149;315.806;123.549;27.835;1;732.004;127;2.788;2.608;3.903;2.565;1.619;0;13.608;0;0;0;0;0;0;0;0;7.763;22.242;48.893;114.769;106.554;404.877;33.403;738.500;4.629;103.266;0;0;0;0;0;107.895;0;0;0;0;0;0;0;0;6.723;15.048;29.792;83.513;79.272;135.045;259;349.653;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;12/2016;1.884.723;0;263;670;1.112;1;0;0;2.046;8.863;74.463;127.490;62.853;14.406;3.852;0;291.929;440;9.971;24.729;36.430;4.696;14;0;76.280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.883;214.327;1.016.941;112.675;17.689;705;0;1.389.220;3.969;78.052;40.618;2.256;308;46;0;125.248;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2016;1.723.716;700;35.364;75.526;188.467;166.480;120.226;0;586.763;5.226;70.650;116.480;112.983;42.857;17.138;0;365.333;0;11;15;5;0;0;0;31;365;4.824;12.742;34.142;32.815;141.981;125.181;352.049;0;277.219;34.300;81;0;0;0;311.599;1.889;4.020;14.183;19.540;8.959;9.057;0;57.647;4.393;18.135;27.426;323;17;0;0;50.294;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;12/2016;1.571.344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.304;55.728;154.567;376.420;291.732;428.665;246.289;1.559.705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;312;803;1.921;1.669;5.532;1.154;11.639;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;12/2016;1.514.042;0;0;0;0;0;0;0;0;81.925;139.106;167.418;46.110;1.273;0;0;435.832;73.787;165.063;342.262;323.485;16.963;1;0;921.561;0;0;0;0;0;0;0;0;42.026;55.282;7.493;550;0;0;0;105.352;0;0;0;0;0;0;0;0;5.039;26.592;19.306;361;0;0;0;51.297;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2016;1.455.714;16;393;988;868;0;0;0;2.264;12.703;140.590;321.408;334.173;39.699;2.958;0;851.531;1.003;4.067;9.009;6.070;469;0;0;20.618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.778;108.029;223.421;208.061;25.193;2.820;0;581.301;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;12/2016;1.416.596;480;38.481;121.741;164.010;98.232;22.987;0;445.931;12.216;111.292;236.756;355.979;208.714;45.710;0;970.664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;12/2016;1.410.819;0;0;0;0;0;0;0;0;1.190;0;53.578;34.016;2.211;0;0;90.995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.854;40.316;1.097.627;124.634;35.393;0;0;1.319.824;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;12/2016;1.216.641;248;1.104;2.465;2.543;217;1;0;6.577;6.659;26.525;56.022;63.455;14.949;3.485;0;171.093;37;134;288;319;30;0;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102.929;84.841;342.224;236.885;106.143;89.420;0;962.441;6.308;45.561;21.432;2.421;0;0;0;75.721;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;12/2016;1.201.403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.761;5.231;5.036;210;0;0;12.249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;793;91.490;742.587;17.498;8.764;0;0;861.132;1.989;55.893;236.572;14.277;5.578;13.713;0;328.022;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2016;1.196.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;48;46;34;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.521;30.531;144.637;333.694;275.166;383.527;25;1.192.101;811;162;1.166;1.938;448;0;0;4.526;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;12/2016;1.154.527;0;0;0;0;0;0;0;0;8.769;50.058;83.513;85.389;27.149;939;0;255.817;102;855;2.128;3.356;340;0;0;6.781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.474;127.199;299.177;263.811;14.339;12.971;0;739.971;1.522;54.915;28.002;41.924;15.046;10.549;0;151.958;0
