Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2015;473.059.299;2.007.112;4.800.351;13.065.689;26.073.480;11.948.929;357.560;0;58.253.122;1.479.773;1.425.988;2.883.882;3.230.765;320.986;2;352;9.341.749;458.042;1.517.088;3.654.465;5.143.095;661.887;475;0;11.435.051;2.031.628;11.708.857;30.749.717;69.496.343;54.780.538;141.796.447;51.172.410;361.735.940;2.554.489;5.749.978;1.523.730;114.519;361;0;0;9.943.077;264.915;620.824;2.110.614;698.468;437.916;223.135;0;4.355.872;2.564.041;4.519.109;4.162.477;3.282.922;1.701.471;1.667.877;96.591;17.994.488;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;09/2015;3.345.124;4.482;156.172;604.390;1.017.268;400.761;136.481;0;2.319.554;22.104;260.583;304.684;297.628;52.479;4.214;6;941.697;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;10;9.388;38.829;9.905;85;0;0;0;58.207;29;200;2.323;310;329;3.261;0;6.452;6.780;4.580;6.935;907;0;0;0;19.203;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;09/2015;3.320.421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.442;128.725;384.494;890.682;853.869;961.952;2;3.232.166;1.158;5.937;12.327;28.503;18.300;22.031;0;88.255;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;09/2015;3.278.819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;781;1.847;1.425;120;0;0;4.259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.382;47.100;745.311;1.279.017;768.063;286.481;0;3.144.354;14.099;26.032;38.029;40.625;8.619;2.801;0;130.205;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;09/2015;3.195.920;16.607;238.437;643.827;1.208.153;626.266;186.631;0;2.919.921;15.988;79.958;70.842;4.368;1;0;0;171.158;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3.938;6.652;0;0;0;0;0;10.590;0;0;0;0;0;0;0;0;14.629;11.693;15.151;17.861;11.792;21.211;1.912;94.249;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;09/2015;3.192.026;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;60.113;592.476;1.184.333;1.247.922;107.165;13;0;3.192.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;09/2015;3.037.384;5.033;177.035;443.073;728.736;289.107;79.117;0;1.722.100;211;73.632;62.579;25.426;3.430;96;0;165.374;6.185;224.123;476.946;407.663;30.975;24;0;1.145.916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;542;793;216;0;0;1.672;0;2.311;11;0;0;0;0;2.321;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;09/2015;2.861.673;0;0;0;0;0;0;0;0;0;126;282;137;9;0;0;554;16.091;478.851;1.095.657;1.156.264;97.856;104;0;2.844.823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;3.014;6.387;6.301;340;0;0;16.296;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;09/2015;2.835.913;1.191;31.556;82.971;170.617;73.225;2.440;0;362.001;171;4.588;10.815;21.637;8.995;1.840;0;48.046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.215;280.233;704.592;272;0;0;0;1.016.313;0;62.637;139.450;318.028;279.984;333.797;0;1.133.896;1.624;41.089;58.521;113.958;60.235;230;0;275.657;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;09/2015;2.518.609;651;623;1.752;1.050;72;2;0;4.152;136.209;133.422;76.668;288;0;0;0;346.587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575.126;1.222.543;367.991;2.209;0;0;0;2.167.870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;09/2015;2.341.476;4.558;87.629;253.239;450.672;190.941;31.202;0;1.018.241;6.397;45.510;79.767;74.764;4.981;5;0;211.424;2.226;13.550;33.521;43.722;4.559;2;0;97.581;86;2.341;6.569;17.340;16.717;74.250;67.980;185.284;23.641;198.872;631;0;0;0;0;223.144;7.912;168.322;58.102;102.065;26.573;975;0;363.949;17.352;96.617;60.991;51.451;10.271;5.149;22;241.854;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;09/2015;2.180.028;0;0;0;0;0;0;0;0;604.836;1.045.180;528.318;1.695;0;0;0;2.180.028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;09/2015;1.658.601;0;183;692;1.033;11;0;0;1.920;7.942;67.090;110.598;57.898;7.824;5.689;0;257.042;615;11.922;29.308;39.971;4.368;5;0;86.189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.267;471.522;529.216;81.860;10.125;1.020;0;1.133.010;3.683;107.006;61.442;6.756;1.506;47;0;180.440;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;09/2015;1.517.784;6.300;71.308;197.854;301.865;121.432;30.486;0;729.246;810;21.791;15.592;232;56;13;0;38.493;0;0;0;0;0;0;0;0;2.653;11.372;24.643;68.498;68.543;285.000;21.671;482.380;72;1.338;614;1.352;608;0;0;3.985;0;0;0;0;0;0;0;0;2.634;9.641;20.840;63.198;66.294;101.074;0;263.681;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;09/2015;1.475.157;1.145;23.073;50.708;118.794;100.339;94.488;0;388.546;6.118;51.680;123.247;185.876;67.740;18.278;0;452.939;0;21;51;47;1;0;0;120;355;3.410;10.248;26.806;26.006;112.068;93.525;272.419;0;233.162;0;0;0;0;0;233.162;2.204;3.848;15.378;25.183;11.038;12.060;0;69.712;3.142;31.211;23.420;461;19;6;0;58.260;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;09/2015;1.439.006;0;0;0;0;0;0;0;0;2.136;23.288;77.954;0;0;0;0;103.378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.176;280.114;869.477;173.861;0;0;0;1.335.628;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;09/2015;1.420.581;6;342;899;667;0;0;0;1.913;7.939;125.086;298.366;354.398;45.071;496;0;831.355;2.849;23.684;61.537;71.029;4.791;11;0;163.901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.520;90.079;184.861;127.791;13.671;489;0;423.411;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;09/2015;1.339.959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.147;208.667;508.308;573.511;39.323;4;0;1.339.959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;09/2015;1.317.089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;65;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.906;62.500;106.718;326.084;311.242;497.322;0;1.313.771;89;383;777;1.194;422;269;0;3.135;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;09/2015;1.264.268;345;61.840;61.578;143.749;128.706;45.434;0;441.652;7.661;114.010;116.695;272.940;237.874;73.435;0;822.615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32.119;b1;C;3;;199;SAO PAULO;SP;09/2015;1.243.260;8.965;82.992;223.913;353.668;130.317;29.457;0;829.312;2.003;3.370;7.328;11.125;682;80;34;24.623;10.105;40.638;93.852;127.349;13.063;218;39;285.264;0;36;110;253;235;1.031;312;1.976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410;27.432;18.983;26.223;27.201;1.835;0;102.085;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;09/2015;1.226.979;0;0;0;0;0;0;0;0;4.228;40.848;46.098;72.637;30.607;5.818;0;200.236;38;922;2.306;3.276;492;0;0;7.034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.326;245.373;189.132;402.668;3.060;24.461;0;872.021;2.811;43.961;41.750;27.431;21.364;10.371;0;147.689;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;09/2015;1.179.189;0;0;0;0;0;0;0;0;46.819;103.820;122.916;36.731;1.577;0;0;311.864;59.617;116.634;260.344;282.832;19.561;0;0;738.989;0;0;0;0;0;0;0;0;58.030;55.148;13.849;1.310;0;0;0;128.337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;09/2015;1.162.036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.438;46.984;124.673;274.252;253.831;328.898;119.932;1.153.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;286;720;1.675;1.449;4.085;622;9.028;0
