Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;03/2016;9.360.483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116.457;624.083;2.310.832;1.095.638;537.990;325.325;0;5.010.325;76.021;531.575;1.279.995;1.606.461;694.741;161.364;0;4.350.157;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;03/2016;8.832.235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.618;1.373.322;3.262.727;3.716.274;384.018;276;0;8.832.235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;03/2016;7.927.570;25.751;371.122;954.363;1.962.127;898.920;262.316;0;4.474.599;19.728;295.057;522.768;666.957;195.136;39.984;0;1.739.628;2.913;20.732;51.540;70.956;10.003;9;0;156.153;796;25.012;72.871;189.980;179.618;232.878;0;701.155;9;1.378;112;0;0;0;0;1.499;33.097;18.152;120.455;68.767;49.500;57.724;2;347.697;17.602;89.410;153.355;65.273;26.893;11.727;142.579;506.839;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;03/2016;7.529.272;36.614;477.477;1.350.437;2.281.712;1.006.006;200.825;0;5.353.072;152;2.933;3.972;332;0;0;0;7.388;60;30;6;0;0;0;0;96;0;0;0;0;0;0;0;0;270.811;1.265.026;415.680;30.515;0;0;0;1.982.033;0;983;2.498;0;0;0;0;3.482;34.111;47.886;74.601;26.604;0;0;0;183.203;0
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;03/2016;7.316.896;9.170;207.918;552.329;982.933;515.597;99.721;0;2.367.667;2.343;205.966;161.241;147.082;32.145;12.322;0;561.099;36.001;515.438;1.210.075;1.415.797;99.819;34;0;3.277.164;11;71;330;641;455;846;0;2.354;1.110;109.911;20.962;18;0;0;0;132.000;0;10.992;31.295;18.089;5.001;0;0;65.377;1.046;654.575;164.203;33.032;743;1.259;0;854.858;56.376
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;03/2016;6.345.950;721;7.485;20.012;22.053;2.099;0;0;52.369;317;540;1.361;1.297;52;0;0;3.567;67.481;904.557;2.268.968;2.737.508;311.000;491;0;6.290.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;0;9;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;03/2016;6.284.654;32.299;164.245;386.650;466.446;105.644;34.341;153;1.189.778;3.915;16.913;68.501;40.601;199;79;0;130.209;130.921;202.309;426.555;334.447;12.334;3;0;1.106.569;0;0;0;0;0;0;0;0;158.551;3.548.556;63.383;31.667;4.491;0;0;3.806.648;0;0;0;0;0;0;0;0;532;1.893;3.399;9.265;10.969;25.392;0;51.449;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;03/2016;6.254.787;47.831;389.271;1.055.640;2.046.498;1.141.316;381.500;0;5.062.056;18.086;40.620;63.015;39.830;476;19;0;162.046;38.827;122.298;263.887;285.161;17.773;1;0;727.947;0;0;0;0;0;0;0;0;11.336;154.066;3.625;215;66;0;0;169.307;0;0;1.613;0;0;0;0;1.613;18.084;25.274;34.841;32.758;3.898;13.356;47;128.258;3.560
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;03/2016;5.947.659;6.862;27.006;57.123;92.275;23.728;112;0;207.106;38.467;145.859;285.729;457.217;69.485;0;0;996.756;0;0;0;0;0;0;0;0;845;17.065;39.311;101.499;95.746;399.068;336.352;989.887;313.262;2.432.259;563.850;185.694;437;0;0;3.495.503;0;0;44.726;0;0;0;0;44.726;52.596;134.085;22.635;3.879;487;0;0;213.682;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;03/2016;5.504.510;0;2.306;6.241;9.025;2.958;550;0;21.080;2.286;116;98;240;0;0;0;2.740;0;5.428;16.392;41.710;23.595;23.797;0;110.922;0;753;1.706;4.451;4.182;17.130;12.572;40.794;0;0;0;0;0;0;0;0;0;305.913;599.220;1.636.566;1.316.734;1.425.574;0;5.284.007;2.279;7.161;14.017;18.036;2.216;1.259;0;44.968;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;03/2016;5.000.822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.008.797;2.822.484;1.024.951;144.591;0;0;0;5.000.822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;03/2016;4.817.035;0;0;0;0;0;0;0;0;4.493;47.614;21.794;82.654;6.061;54;0;162.670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.803;897.064;153.379;1.511.773;1.092.904;536.986;0;4.225.909;5.988;59.634;80.897;216.702;65.130;105;0;428.456;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;03/2016;4.658.902;25.965;246.152;660.799;1.158.823;519.570;49.876;0;2.661.184;33.267;135.576;360.744;642.606;269.492;16.601;0;1.458.285;2.738;10.813;24.020;22.324;316;0;0;60.211;0;303;768;1.947;1.155;1.114;0;5.287;15.747;145.129;0;0;0;0;0;160.876;0;4.713;20.232;37.482;18.795;7.106;0;88.328;47.099;72.909;61.692;31.734;10.466;830;0;224.731;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;03/2016;4.464.978;708;16.445;43.511;62.057;16.633;583;1;139.937;5.794;9.791;19.898;13.917;162;0;0;49.561;0;0;0;0;0;0;0;0;0;2;5;14;14;70;138;243;11.895;35.453;9.322;1;0;0;0;56.671;562.805;10.601;6.222;8.795;70.821;647.997;0;1.307.242;55.464;1.874.339;942.560;35.038;3.867;57;0;2.911.325;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;03/2016;4.208.556;1.596;7.807;21.603;21.149;2.973;6;0;55.132;1.346;1.771;3.081;1.226;32;0;0;7.455;7.673;74.149;173.668;199.829;18.657;12;0;473.987;0;0;0;0;0;0;0;0;364.885;2.496.859;776.597;30.024;3.604;0;0;3.671.969;0;0;0;0;0;0;0;0;4;1;3;4;0;0;0;13;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;03/2016;3.814.104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;683;1.355;1.182;152;0;0;3.457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.793;709.334;144.997;1.488.871;916.487;415.246;0;3.684.728;5.428;32.084;30.999;44.570;11.157;1.680;0;125.918;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;03/2016;3.799.016;0;0;0;0;0;0;0;0;30;293;1.167;1.853;1.595;798;0;5.737;152;60;5;0;0;0;0;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.591;375.274;805.770;1.646.887;705.452;204.802;0;3.790.775;73;828;849;485;52;0;0;2.286;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;03/2016;3.485.322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.021;189.879;355.482;1.003.659;884.085;950.197;15;3.399.338;485;3.602;11.910;28.783;17.679;23.525;0;85.984;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;03/2016;3.444.500;5.055;165.041;633.593;1.040.745;409.011;145.106;0;2.398.551;22.899;202.577;381.671;298.849;58.646;5.006;7;969.656;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9;8.450;36.662;9.791;81;0;0;0;54.984;89;0;2.589;282;1.874;1.196;0;6.030;4.478;3.703;6.250;838;0;0;0;15.269;0
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;03/2016;3.443.941;20.220;291.382;756.507;1.318.620;632.580;165.987;0;3.185.294;18.128;67.628;55.890;3.482;0;0;0;145.129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.520;5.479;0;0;0;0;0;8.999;0;0;0;0;0;0;0;0;16.394;13.659;18.626;19.504;12.630;21.932;1.773;104.519;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;03/2016;3.247.362;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;4;65.000;533.502;1.206.562;1.339.270;103.015;10;0;3.247.359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;03/2016;3.162.073;1.210;34.438;91.591;191.188;81.488;3.994;0;403.908;364;5.191;15.993;24.925;10.122;342;0;56.938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.199;314.483;859.301;1.555;1;1;0;1.209.540;0;64.838;146.421;378.386;309.777;381.962;0;1.281.385;2.111;16.628;62.372;101.348;27.842;0;0;210.302;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;03/2016;2.907.009;5.237;181.986;463.332;733.641;283.419;78.042;0;1.745.657;369;64.549;58.991;25.387;2.577;4;0;151.878;6.683;198.838;417.784;357.633;24.823;10;0;1.005.770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;401;669;92;0;0;1.406;0;2.242;56;0;0;0;0;2.298;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;03/2016;2.701.165;0;0;0;0;0;0;0;0;2;112;172;65;0;0;0;351;18.589;454.632;1.074.035;1.051.413;84.474;65;0;2.683.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;3.102;7.092;6.909;315;0;0;17.607;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;03/2016;2.615.539;96;640;1.701;924;62;0;0;3.423;97.675;102.970;56.072;275;0;0;0;256.992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667.414;1.315.180;371.170;1.359;0;0;0;2.355.124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;03/2016;2.313.595;5.217;87.129;251.743;441.434;190.348;50.612;0;1.026.484;5.351;34.326;72.777;58.000;4.033;45;0;174.532;2.305;11.090;26.261;30.216;2.203;0;0;72.077;129;2.885;8.504;22.458;21.805;97.017;90.770;243.568;24.158;201.468;495;0;0;0;0;226.121;17.883;15.916;190.433;91.981;24.801;868;0;341.881;18.698;79.574;62.802;49.738;10.211;7.889;21;228.933;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;03/2016;2.202.554;0;0;0;0;0;0;0;0;712.819;1.010.499;477.539;1.697;0;0;0;2.202.554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;03/2016;2.025.088;0;0;0;0;0;0;0;0;809.014;122.683;155.998;41.733;1.467;0;0;1.130.895;52.106;127.038;274.786;285.418;18.651;0;0;757.998;0;0;0;0;0;0;0;0;53.550;54.697;10.014;591;0;0;0;118.854;0;0;0;0;0;0;0;0;337;7.418;9.511;75;0;0;0;17.342;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;03/2016;1.908.916;1;190;711;1.149;2;0;0;2.054;4.975;89.487;98.865;69.584;10.004;5.076;0;277.992;630;10.654;25.756;34.866;4.276;2;0;76.183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.085;159.229;1.074.471;126.477;9.414;886;0;1.385.562;5.151;102.256;52.513;5.551;1.607;47;0;167.125;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;03/2016;1.839.878;7.771;74.177;205.637;328.237;136.149;33.715;1;785.686;668;17.587;13.536;726;210;90;0;32.817;0;0;0;0;0;0;0;0;4.527;17.782;34.468;91.632;87.696;367.762;20.461;624.327;341;18.323;12.197;31.336;26.249;4.821;0;93.266;0;0;0;0;0;0;0;0;4.080;11.435;27.710;67.467;73.944;119.075;71;303.782;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;03/2016;1.580.279;1.393;28.120;60.741;142.542;123.513;92.991;0;449.300;5.318;82.159;130.693;163.690;55.497;15.051;0;452.407;0;15;36;20;0;0;0;71;286;3.932;11.650;30.192;29.239;126.279;110.144;311.721;0;231.448;0;0;0;0;0;231.448;3.069;5.067;13.678;23.315;10.170;10.505;0;65.804;4.047;35.933;29.258;264;25;0;0;69.527;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;03/2016;1.479.353;13;366;916;739;0;0;0;2.034;10.637;139.364;327.841;364.447;41.967;223;0;884.480;3.432;22.308;56.153;60.903;4.636;10;0;147.443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.171;90.716;186.650;141.431;15.708;720;0;445.395;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;03/2016;1.431.684;14.562;103.507;273.468;439.876;188.208;41.489;0;1.061.111;413;2.984;6.042;7.358;347;300;69;17.513;12.611;41.420;93.795;117.664;9.331;1;0;274.823;0;39;117;262;253;1.102;327;2.099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;934;12.603;13.031;25.693;23.877;0;0;76.138;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;03/2016;1.398.784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.854;53.041;142.791;331.351;294.593;378.706;183.290;1.389.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;270;678;1.582;1.317;4.261;835;9.157;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;03/2016;1.351.065;0;0;0;0;0;0;0;0;0;48.525;35.452;10.918;27.255;0;0;122.151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.122;359.485;697.832;66.992;67.339;7.144;0;1.228.914;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;03/2016;1.334.203;618;74.935;93.778;167.131;99.908;25.280;0;461.650;11.444;118.472;196.502;320.020;186.102;40.013;0;872.554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;03/2016;1.292.174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;48;46;52;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.070;42.076;130.677;342.373;299.607;457.757;111;1.288.671;203;548;590;1.349;547;95;0;3.332;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;03/2016;1.281.578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.398;201.973;488.748;545.716;33.737;5;0;1.281.578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;03/2016;1.221.730;370;1.804;3.695;3.740;404;0;0;10.013;5.457;27.741;59.042;69.439;17.907;2.292;0;181.878;33;106;254;250;14;0;0;657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.622;152.500;350.348;221.312;98.423;84.791;0;950.996;12.787;44.635;20.611;154;0;0;0;78.187;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;03/2016;1.152.979;0;0;0;0;0;0;0;0;10.690;32.955;92.962;89.735;24.231;4.140;0;254.714;123;940;2.309;3.634;470;0;0;7.476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.968;99.988;504.490;113.947;10.490;18.250;0;765.134;1.686;39.602;28.290;26.500;20.045;9.531;0;125.655;0
