Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;12/2017;4.994.797;880.612;2.828.032;581.618;353.286;71.778;106.037;8.348;52.812;76.090;36.184
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;12/2017;4.942.134;0;3.131.900;1.159.834;475.976;30.442;36.136;12.220;7.131;88.494;0
CREDIT SUISSE;30.771;b1;C;3;S2;199;SAO PAULO;SP;12/2017;4.800.301;300.666;2.424.056;0;316.490;15.361;67.612;25.150;0;222.069;1.428.897
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;12/2017;4.787.413;402.469;3.111.984;657.425;525.694;52.885;14.606;4.895;3.431;14.023;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;12/2017;4.064.858;428.220;495.323;865.515;1.163.331;130.667;251.526;10.288;171.137;267.417;281.434
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;12/2017;3.933.221;1.894.529;869.407;395.642;235.924;171.134;69.286;71.335;42.523;183.441;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;12/2017;3.929.767;756.106;826.536;1.061.522;125.165;155.165;126.218;78.172;33.352;86.581;680.952
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S4;8;BELEM;PA;12/2017;3.837.011;0;3.581.618;13.980;89.759;16.528;10.726;23.457;12.636;88.307;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;12/2017;3.681.058;0;3.198.883;106.419;51.876;40.863;118.431;33.065;69.271;62.250;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;12/2017;3.450.456;947.772;293.613;1.595.950;258.319;296.540;21.976;9.372;6.899;20.016;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;12/2017;3.389.105;0;1.518.086;528.605;918.594;184.423;57.923;36.562;27.526;117.387;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;12/2017;3.337.829;0;2.334.798;98.169;101.935;91.757;86.315;81.303;68.704;474.848;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;12/2017;3.031.645;630.582;1.319.872;482.076;176.981;0;11.700;20.888;31.776;22.901;334.870
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;12/2017;2.739.098;0;1.644.583;681.677;333.734;35.948;24.583;4.413;983;13.177;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;12/2017;2.707.772;98.142;1.553.862;602.595;260.050;63.837;44.841;15.820;15.411;53.214;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;12/2017;2.595.829;1.199.433;519.219;366.337;195.163;132.388;62.416;7.226;19.282;94.364;0
INTERMEDIUM;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;12/2017;2.593.124;375.601;1.842.531;151.926;91.794;32.553;26.308;16.705;11.974;43.732;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;12/2017;2.544.100;492.106;865.737;630.562;236.568;106.301;93.065;19.059;30.807;69.895;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;12/2017;2.464.669;0;1.554.194;98.811;97.171;91.251;87.838;76.220;72.794;386.390;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;12/2017;2.280.806;495.232;932.364;525.432;166.637;60.385;19.746;17.643;24.566;38.801;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;12/2017;2.269.515;0;1.572.473;312.756;123.324;84.011;48.942;34.729;22.840;70.439;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;12/2017;2.228.920;855.567;941.554;10.339;3.314;105.384;0;219.112;0;93.650;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.199.603;324.504;625.293;892.123;32.331;0;71.233;254.119;0;0;0
OMNI;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2017;2.105.173;0;739.194;602.145;238.617;131.695;68.701;48.449;42.773;233.600;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;12/2017;2.096.590;0;1.114.618;103.601;154.939;114.902;75.882;75.002;73.128;384.517;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;12/2017;2.019.845;553.020;826.455;536.691;32.890;23.365;16.260;3.811;0;27.355;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;12/2017;1.986.933;901.523;866.197;107.080;39.074;10.777;8.447;2.836;6.548;15.620;28.831
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.927.687;1.434.365;3.219;0;212.573;0;0;0;0;0;277.530
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.923.101;1.690.847;135.125;52.320;39.065;0;0;0;0;5.744;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;12/2017;1.817.924;365.767;918.013;233.867;79.071;45.456;30.546;15.079;6.905;123.221;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;12/2017;1.810.723;38.729;450.573;1.141.255;123.151;50.551;1.425;134;193;4.712;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;12/2017;1.741.043;0;849.281;466.915;184.178;71.514;57.223;23.786;7.598;80.549;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;12/2017;1.704.922;78.959;1.236.505;93.663;129.280;24.307;21.593;13.615;18.140;88.860;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;12/2017;1.615.678;767.489;437.117;118.947;79.960;19.663;152.813;6.022;6.382;27.285;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;12/2017;1.537.103;257.936;510.816;277.124;235.359;138.874;103.545;2.369;2.580;8.501;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;12/2017;1.502.336;122;793.013;450.047;114.266;60.267;20.537;13.147;5.858;45.077;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;12/2017;1.486.271;0;1.313.921;58.381;29.325;26.336;12.278;9.793;9.174;27.064;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;12/2017;1.284.740;25;339.688;554.508;152.363;87.769;34.219;39.135;12.439;64.594;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;12/2017;1.259.874;1.259.874;0;0;0;0;0;0;0;0;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;12/2017;1.239.700;0;646.215;210.766;178.994;192.703;1.000;94;278;9.650;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;12/2017;1.230.497;0;511.778;472.494;138.006;50.836;18.586;9.023;3.300;26.475;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;12/2017;1.210.820;1.164.756;29;17.324;3.571;16.093;0;0;0;9.045;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;12/2017;1.203.898;171.654;725.934;108.483;87.951;51.717;9.981;37.284;1.364;9.531;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;12/2017;1.201.389;13.683;73.955;718.796;248.726;55.703;37.056;29.833;13.085;10.552;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;12/2017;1.177.993;267.165;709.043;105.894;52.254;13.525;7.860;2.946;2.729;16.579;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;12/2017;1.160.614;575.356;151.801;172.500;137.156;37.061;21.744;23.740;15.438;25.817;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;12/2017;1.141.370;16.295;523.464;434.082;100.280;13.624;11.129;9.275;4.316;28.906;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;8;SAO PAULO;SP;12/2017;1.118.499;220.687;897.812;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;S4;5;VITORIA;ES;12/2017;1.101.664;60.030;622.111;204.350;89.944;28.465;31.153;10.556;13.958;41.099;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;12/2017;1.095.786;768.280;199.695;117.619;10.190;1;0;0;0;0;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;12/2017;1.082.017;0;840.661;28.414;29.797;25.962;27.033;22.452;19.479;88.219;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;12/2017;1.062.857;0;382.965;465.571;111.901;69.113;4.497;8.017;8.066;12.726;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;12/2017;1.051.532;22.968;259.154;395.832;203.229;49.970;21.503;15.478;18.153;65.246;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;12/2017;1.000.303;0;312.172;513.520;76.184;48.695;15.503;7.668;4.465;22.095;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;12/2017;999.109;52;336.364;314.667;218.242;49.973;18.607;15.197;4.393;41.615;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIANIA;GO;12/2017;971.710;41.429;432.248;365.786;52.515;15.700;17.851;7.892;6.419;31.869;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;12/2017;969.706;721.554;57.784;61.282;33.385;0;0;0;95.700;0;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;12/2017;956.371;0;806.637;48.307;31.998;16.224;9.860;6.554;5.561;31.232;0
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;199;BELO HORIZONTE;MG;12/2017;894.449;166.120;515.544;145.941;35.905;2.098;2.524;16.852;185;9.280;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;12/2017;891.874;0;285.974;414.039;126.517;23.516;10.282;9.558;2.233;19.754;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;12/2017;889.501;13.581;138.185;244.493;308.218;46.247;16.645;31.118;21.521;69.494;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;S4;9;PONTA GROSSA;PR;12/2017;888.939;0;389.401;348.288;92.929;24.394;9.658;7.943;3.829;12.496;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;12/2017;809.707;0;258.366;336.057;129.654;35.777;17.233;10.838;4.501;17.282;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;S4;9;CANARANA;MT;12/2017;805.221;0;96.996;339.859;265.619;44.879;18.280;19.179;1.614;18.796;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;12/2017;797.028;0;244.746;343.739;118.297;46.453;16.256;7.356;2.745;17.435;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;12/2017;777.650;0;173.803;230.083;255.519;65.780;8.240;7.653;10.761;25.810;0
INDUSVAL;50.531;b1;C;2;S4;199;SAO PAULO;SP;12/2017;773.757;49.509;129.122;229.019;126.674;104.912;168;287;0;134.067;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;S4;9;BELO HORIZONTE;MG;12/2017;769.275;413;274.482;167.455;248.883;63.259;6.138;2.551;2.376;3.718;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;S4;9;ITAQUI;RS;12/2017;763.523;0;168.671;343.371;127.933;77.690;9.969;15.221;4.492;16.177;0
BANCO CBSS S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;12/2017;749.574;385;498.853;17.319;13.920;12.891;63.190;22.246;13.256;107.514;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;S4;30;SALVADOR;BA;12/2017;747.221;180.982;168.033;209.233;112.845;15.616;28.322;2.529;6.510;23.150;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;12/2017;744.907;0;3.310;475.479;217.138;13.360;6.735;4.789;4.360;19.736;0
RENDIMENTO;51.468;b1;C;2;S4;199;SAO PAULO;SP;12/2017;742.939;0;565.873;82.874;58.362;20.242;551;4.886;8.961;1.191;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;12/2017;728.843;6;215.053;325.667;101.245;50.502;15.323;8.299;2.270;10.478;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;12/2017;725.516;2.733;84.097;350.028;128.284;30.174;16.254;23.879;34.931;55.137;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;12/2017;718.801;652.067;0;0;0;0;0;0;0;0;66.734
BOFA MERRILL LYNCH;51.255;b1;C;3;S3;199;SAO PAULO;SP;12/2017;713.056;697.532;5.485;10.040;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;S4;30;FLORIANOPOLIS;SC;12/2017;693.023;203.664;153.866;189.375;53.779;31.348;7.566;3.546;2.413;47.466;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;12/2017;692.444;3.865;165.657;268.935;141.686;38.606;11.634;13.132;25.746;23.183;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;12/2017;691.116;0;543.660;53.213;38.327;12.651;7.333;4.298;4.504;27.129;0
DACASA FINANCEIRA;51.891;n1;C;2;S4;197;VITORIA;ES;12/2017;690.000;0;415.480;35.419;26.428;20.364;18.944;18.359;21.369;133.635;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;12/2017;687.982;0;408.831;191.710;47.806;6.614;17.843;4.592;5.549;5.037;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;S4;9;SANTA MARIA;RS;12/2017;682.672;0;219.080;304.534;79.484;22.953;14.541;6.781;6.242;29.057;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;S4;9;SORRISO;MT;12/2017;673.196;0;122.325;329.640;127.998;27.799;10.859;15.075;3.665;35.834;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;S4;9;RIBEIRAO PRETO;SP;12/2017;661.888;1.200;416.652;140.582;20.504;35.792;6.302;3.920;1.758;35.178;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32.995.755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;12/2017;645.637;16;225.213;245.577;81.418;33.914;14.046;14.111;3.739;27.603;0
BANCO MONEO S.A.;7.441.209;b2;I;2;S4;8;CAXIAS DO SUL;RS;12/2017;641.303;45.304;179.896;197.428;119.870;28.163;17.823;16.141;15.724;20.954;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;S4;14;SAO PAULO;SP;12/2017;623.845;0;321.591;120.329;107.919;35.363;16.494;1.891;13.918;6.340;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;12/2017;622.546;8.956;302.334;207.345;66.857;8.195;2.409;4.708;2.549;19.193;0
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35.571.249;b3S;I;2;S5;9;JOAO PESSOA;PB;12/2017;619.890;0;302.792;137.349;83.171;46.507;23.065;7.217;6.295;13.496;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;S4;8;RIO DE JANEIRO;RJ;12/2017;596.279;0;49.578;311.517;197.756;9.648;11.342;0;3.007;13.431;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87.733.770;b3S;I;2;S4;9;RODEIO BONITO;RS;12/2017;579.632;0;136.547;227.240;148.311;35.390;11.613;6.296;3.253;10.982;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;12/2017;564.277;8.880;153.749;232.172;94.181;12.740;3.697;15.423;542;42.892;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2.015.588;b3S;I;2;S5;9;PIMENTA BUENO;RO;12/2017;515.149;5.904;150.987;240.731;80.896;13.183;7.138;4.230;2.140;9.940;0
