Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;09/2014;9.482.084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.714;1.294.336;3.292.098;4.267.336;565.726;874;0;9.482.084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;09/2014;7.814.841;358;7.693;20.418;22.336;1.947;0;0;52.751;234;401;985;926;43;0;0;2.589;64.773;1.080.915;2.810.193;3.348.782;453.818;981;0;7.759.461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12;17;7;0;0;0;40;0
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;09/2014;7.662.502;0;0;0;0;0;0;0;0;8.022;150.578;338.207;502.433;160.670;9.330;0;1.169.241;31.934;520.563;1.230.329;1.269.420;120.388;67;0;3.172.701;36;318;537;1.588;882;928;0;4.289;2.190;83.223;18.757;20;0;0;0;104.189;370;20.719;47.600;34.654;13.328;3.449;0;120.119;4.772;2.132.830;814.770;60.724;10.563;1.024;0;3.024.683;67.280
BRB;31.976;b1;C;1;;199;BRASILIA;DF;09/2014;6.848.157;11.663;305.296;765.842;1.740.142;865.993;175.483;0;3.864.418;16.579;345.779;355.742;612.204;165.513;19.292;0;1.515.110;2.654;18.797;50.975;84.027;18.262;10;0;174.725;389;21.085;40.643;104.743;96.428;125.589;0;388.877;10;2.167;124;0;0;0;0;2.301;17.085;62.522;119.491;89.677;46.336;43.322;0;378.432;15.605;39.407;185.998;83.700;50.232;16.309;133.044;524.295;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;09/2014;5.724.175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.925;748.141;1.258.572;984.162;513.698;338.415;0;3.885.914;34.402;199.091;461.985;658.189;414.941;69.652;0;1.838.261;0
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;09/2014;5.631.041;31.211;322.316;946.733;1.806.471;711.965;17.669;0;3.836.366;12.925;26.664;39.320;11.598;20;0;0;90.526;927;1.973;2.607;525;0;0;0;6.032;0;0;0;0;0;0;0;0;125.528;1.099.106;437.949;33.980;0;0;0;1.696.563;0;0;1.023;0;0;0;0;1.023;218;52;260;0;0;0;0;530;0
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;09/2014;5.197.370;16.160;44.008;102.321;131.351;22.326;35;0;316.200;33.424;143.197;279.912;434.561;71.188;0;0;962.282;1.063;4.522;6.155;2.087;0;0;0;13.827;593;11.549;27.729;71.850;66.039;257.367;196.442;631.569;217.377;2.179.172;443.399;116.808;146;0;0;2.956.903;0;0;41.351;0;0;0;0;41.351;66.853;184.757;18.349;5.174;104;0;0;275.237;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;09/2014;5.166.293;29.280;341.476;961.029;1.818.613;882.872;146.243;0;4.179.513;12.411;41.750;74.834;33.270;11.998;55;0;174.317;27.215;107.851;255.837;326.278;30.383;14;0;747.580;0;0;0;0;0;0;0;0;400;4.000;224;0;0;0;0;4.624;0;0;0;775;0;0;0;775;2.168;22.122;32.682;2.266;247;0;0;59.484;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;09/2014;4.952.622;46.086;410.054;1.046.145;1.579.837;419.593;4.394;0;3.506.110;38.372;120.750;262.176;336.934;57.835;799;0;816.865;2.954;21.599;50.440;56.485;3.563;0;0;135.042;3;338;883;1.650;1.290;870;0;5.032;27.713;113.602;0;0;0;0;0;141.315;0;16.859;13.694;1.789;10.673;13.958;0;56.974;48.684;111.128;90.337;33.387;6.759;988;0;291.283;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;09/2014;4.322.900;0;0;0;0;0;0;0;0;1.614;4.853;228;461;213;0;0;7.369;0;6.271;18.793;44.226;35.665;34.318;0;139.273;0;315;712;1.859;1.829;7.487;5.648;17.850;0;0;0;0;0;0;0;0;0;233.219;436.817;1.143.696;1.014.930;1.245.449;0;4.074.110;769;11.788;27.123;36.029;8.408;178;1;84.297;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;09/2014;4.004.771;0;0;0;0;0;0;0;0;228;1.844;2.032;3.059;1.663;2.385;0;11.211;225;927;1.058;287;0;0;0;2.497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.268;394.120;804.768;1.660.829;892.742;190.726;0;3.987.453;423;705;601;1.547;334;0;0;3.609;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;09/2014;3.899.749;472;12.064;32.612;54.075;13.237;108;0;112.568;6.235;8.983;15.912;16.953;357;12;0;48.453;0;0;0;0;0;0;0;0;0;2;5;13;13;67;142;243;561;10.678;3.250;0;0;0;0;14.489;450.597;3.349;31.193;10.345;3.890;673.675;0;1.173.050;33.313;1.612.407;837.071;51.944;13.841;2.370;0;2.550.946;0
BANCO CSF S.A.;8.357.240;b2;I;3;;8;SAO PAULO;SP;09/2014;3.746.735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603.170;2.161.784;903.882;77.900;0;0;0;3.746.735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;09/2014;3.714.416;1.528;6.968;19.205;18.335;2.158;4;0;48.198;56;596;1.880;296;0;0;0;2.828;5.113;56.613;139.685;171.293;15.731;10;0;388.445;0;0;0;0;0;0;0;0;268.703;2.245.235;530.403;230.603;0;0;0;3.274.944;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;09/2014;3.502.355;0;0;0;0;0;0;0;0;221;5.312;28.352;49.449;16.475;1.381;0;101.190;22;2.581;16.947;32.716;5.491;0;0;57.756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.953;182.349;655.327;1.364.916;821.853;305.122;0;3.339.520;0;2.193;0;1.696;0;0;0;3.890;0
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;09/2014;3.202.260;4.599;159.834;404.965;667.626;272.955;67.677;0;1.577.655;211;66.003;57.412;20.804;1.948;0;0;146.377;6.076;266.954;613.362;549.466;38.287;27;0;1.474.172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;501;996;389;20;0;2.031;0;2.025;0;0;0;0;0;2.025;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;09/2014;3.110.024;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;48.443;561.945;1.379.382;1.065.764;54.480;9;0;3.110.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;09/2014;2.945.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.734;115.145;304.295;709.374;631.877;1.092.746;1.177;2.862.349;366;3.641;9.176;24.618;18.297;27.122;55;83.276;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;09/2014;2.915.788;3.419;134.359;525.226;928.633;373.488;33.174;0;1.998.299;24.207;242.781;301.259;213.519;28.434;2.734;15;812.949;0;0;0;0;0;0;0;0;0;3;208;9;0;0;0;220;25.054;45.385;12.140;174;0;0;0;82.753;0;236;2.193;355;377;3.806;0;6.967;9.532;3.147;1.920;0;0;0;0;14.599;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;09/2014;2.761.343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;1.077;2.612;3.000;169;0;0;6.965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.010;36.000;556.135;975.462;639.757;254.588;0;2.467.952;7.638;71.445;70.899;109.004;20.606;6.833;0;286.427;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;09/2014;2.719.756;14.701;216.174;588.652;1.115.914;520.875;96.738;0;2.553.054;12.240;46.038;44.139;4.666;3;0;0;107.087;1;4;8;1;0;0;0;13;0;0;0;0;0;0;0;0;1.953;3.773;0;0;0;0;0;5.726;0;0;0;0;0;0;0;0;9.483;6.631;7.811;9.580;6.650;12.073;1.650;53.877;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;09/2014;2.488.584;0;0;0;0;0;0;0;0;0;180;355;220;0;0;0;756;13.354;408.496;924.270;1.037.548;90.465;125;0;2.474.257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;2.362;5.292;5.464;298;1;0;13.572;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;09/2014;2.306.582;3.451;80.695;231.560;431.301;181.201;18.913;0;947.122;6.513;54.748;99.279;107.989;11.574;968;0;281.070;2.202;17.417;44.807;68.099;12.106;20;0;144.651;98;1.776;4.449;10.833;10.363;44.794;40.243;112.555;13.599;180.546;800;0;0;0;0;194.944;5.348;190.803;57.062;95.888;32.873;1.106;0;383.080;13.667;126.322;59.559;32.827;6.869;3.891;25;243.160;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;09/2014;2.291.719;1.463;26.470;70.342;140.963;58.291;539;0;298.068;61;669;1.572;4.350;2.239;1.002;0;9.893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.100;198.097;511.460;211;8;0;0;725.876;0;50.442;106.637;250.822;205.968;234.680;1.691;850.241;1.652;36.707;95.808;156.004;96.958;19.884;629;407.641;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2014;2.060.257;0;0;0;0;0;0;0;0;6.184;75.354;542.992;160.718;27.760;0;0;813.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.157;0;0;0;0;2.157;25;1.308;130.095;52.330;2.322;1.068;0;187.148;1.057.945
PERNAMBUCANAS;40.699;n1;C;2;;197;SAO PAULO;SP;09/2014;1.982.516;418;2.440;6.243;1.273;0;0;0;10.374;263.196;346.962;219.593;7.158;0;0;0;836.910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451.194;494.116;5.126;0;0;0;950.436;0;0;0;0;0;0;0;0;26.758;85.839;64.432;7.768;0;0;0;184.797;0
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;09/2014;1.860.940;8.575;95.575;238.963;345.565;97.542;685;0;786.904;35.633;64.966;80.273;14.502;272;0;0;195.646;32.965;144.072;319.139;357.652;24.548;13;0;878.390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;09/2014;1.784.309;4;200;744;901;21;0;0;1.869;3.747;61.191;67.843;51.697;4.240;353;0;189.072;458;16.029;41.104;63.639;10.574;9;0;131.814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.996;416.273;542.256;129.948;8.944;1.843;0;1.124.260;10.331;98.874;53.781;42.489;13.668;577;117.574;337.294;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;09/2014;1.715.159;21.018;158.419;384.818;501.863;132.376;9.636;0;1.208.130;233;2.929;4.279;6.622;1.407;102;0;15.572;125;2.858;7.286;13.052;4.775;3;0;28.099;0;0;0;0;0;0;0;0;62.015;400.732;0;0;0;0;0;462.747;0;0;0;0;0;0;0;0;0;141;469;0;0;0;0;610;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;09/2014;1.654.820;828;350;825;580;2;0;0;2.584;60.554;91.193;63.650;334;0;0;0;215.732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290.814;879.754;265.583;353;0;0;0;1.436.504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;09/2014;1.286.134;0;0;0;0;0;0;0;0;3.921;68.078;156.804;299.467;171.133;33.878;0;733.280;0;0;0;0;0;0;0;0;135;2.549;8.110;21.282;20.593;87.541;64.365;204.573;0;237.933;0;0;0;0;0;237.933;713;2.995;14.456;22.395;12.823;14.264;0;67.646;1.743;18.789;21.806;363;1;0;0;42.702;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;09/2014;1.273.552;2;0;0;0;0;0;0;2;295.825;686.177;291.103;444;0;0;0;1.273.550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;09/2014;1.268.060;5.397;19.311;44.256;32.247;2.260;7;0;103.477;15.858;41.424;20.521;2.562;0;0;0;80.364;47.442;134.900;297.049;229.162;612;0;0;709.165;0;0;0;0;0;0;0;0;20.950;5.117;1.450;0;0;0;0;27.518;0;0;8.777;0;0;0;0;8.777;2.074;169.175;141.489;17.634;7.408;919;59;338.759;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;09/2014;1.265.043;8;231;608;460;0;0;0;1.307;5.712;105.782;265.286;316.330;37.906;567;0;731.582;2.216;23.331;64.097;81.896;4.073;0;0;175.613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.673;83.013;161.382;99.470;8.702;300;0;356.541;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;09/2014;1.261.034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.847;172.681;452.195;586.176;38.125;9;0;1.261.034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32.119;b1;C;3;;199;SAO PAULO;SP;09/2014;1.219.995;8.430;81.585;221.103;374.789;112.134;4.700;0;802.741;3.629;19.645;23.577;15.862;2.276;93;34;65.117;5.133;28.939;68.595;100.389;13.703;226;46;217.031;0;41;125;286;258;972;352;2.035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;666;54.728;24.110;24.738;21.508;7.321;0;133.072;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;09/2014;1.116.823;105;60.760;63.587;148.485;127.192;44.090;0;444.219;2.768;91.894;99.161;230.473;187.182;61.125;0;672.604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;09/2014;1.109.509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;89;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.840;55.413;93.796;277.177;253.227;422.285;620;1.107.358;68;340;424;969;88;53;0;1.942;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;09/2014;1.031.299;0;1.067;7;2;0;0;0;1.075;2.167;37.178;37.940;49.370;27.957;6.402;0;161.013;48;1.191;2.850;3.760;274;0;0;8.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.362;156.645;246.280;272.453;1.617;23.043;0;702.399;3.283;33.587;33.274;33.516;15.849;11.897;27.280;158.688;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;09/2014;982.838;0;0;0;0;0;0;0;0;39.071;81.872;97.985;30.260;1.450;0;0;250.638;25.369;90.705;204.996;249.720;22.957;0;0;593.747;0;0;0;0;0;0;0;0;56.409;63.436;16.792;1.816;0;0;0;138.454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;09/2014;965.013;6.739;46.018;126.869;271.404;82.320;4.172;0;537.522;670;23.417;19.183;189;0;0;0;43.459;0;0;0;0;0;0;0;0;1.344;5.299;12.171;33.688;33.143;125.961;10.419;222.025;95;366;179;337;138;0;0;1.115;0;0;0;0;0;0;0;0;2.193;7.708;16.338;47.047;46.278;41.327;0;160.892;0
