Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior;
PARANÁ BANCO;30.881;b1;C;2;;199;CURITIBA;PR;12/2015;3.987.998;0;3.065.991;604.824;158.658;34.671;32.724;15.057;14.300;61.773;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;12/2015;3.977.323;1.355.574;1.516.806;807.395;59.391;78.671;34.207;33.198;8.068;84.013;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;12/2015;3.956.520;272.828;402.108;1.990.488;248.585;174.915;143.720;7.088;33.228;82.834;600.725
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;12/2015;3.937.050;362.019;2.727.815;401.373;322.430;61.511;19.765;9.715;7.326;25.095;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;12/2015;3.909.697;1.870.768;785.782;512.658;257.928;142.853;62.860;45.350;32.009;199.488;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;12/2015;3.552.007;795.192;1.149.719;1.010.512;217.839;186.583;43.704;8.821;45.717;93.920;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;12/2015;3.482.667;12.153;1.563.203;506.127;864.161;311.912;50.001;40.645;23.773;110.691;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;12/2015;3.447.894;1.195.533;1.049.755;112.934;466.211;493.327;79.968;12.135;12.058;25.972;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;12/2015;3.357.976;0;3.103.591;25.047;58.977;13.795;8.810;14.353;9.014;124.389;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;12/2015;3.308.762;416.845;1.412.105;832.413;229.203;93.976;69.785;44.373;39.894;170.168;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;12/2015;3.247.353;1.763.837;49;0;0;0;0;0;0;0;1.483.467
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;12/2015;3.022.892;2.078.066;577.458;208.883;38.367;7.304;24.793;5.535;5.774;76.713;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;12/2015;2.889.298;1.362.781;1.278.444;81.933;26.709;4.085;92.651;23.638;0;19.057;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;;14;SAO PAULO;SP;12/2015;2.784.462;0;1.787.219;103.217;113.986;101.308;98.078;94.071;83.590;402.993;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;12/2015;2.399.483;118.530;1.814.057;260.398;105.795;21.138;12.871;10.325;5.007;51.362;0
OMNI;50.940;n1;C;2;;197;SAO PAULO;SP;12/2015;2.254.377;0;188.090;461.256;231.367;118.106;47.777;34.600;29.434;1.143.748;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60.779.196;n1;I;2;;14;SAO PAULO;SP;12/2015;2.185.368;0;1.089.503;117.788;168.368;98.721;118.033;122.097;56.791;414.067;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;12/2015;2.127.648;212.362;1.630.287;94.572;77.029;28.748;18.686;13.440;13.575;38.949;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;12/2015;2.050.690;613.208;721.897;448.741;125.065;48.514;37.888;6.739;5.371;43.267;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;12/2015;1.956.555;0;1.422.718;291.408;100.754;63.974;24.054;15.141;5.575;32.931;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;12/2015;1.917.627;0;419.123;731.888;682.461;44.492;10.070;5.285;1.336;22.973;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;12/2015;1.792.434;0;1.257.024;450.717;42.547;15.463;5.339;4.699;3.893;12.753;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;12/2015;1.786.466;1.518.091;130.738;55.887;76.748;3.406;0;0;0;1.597;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;12/2015;1.747.820;110.290;591.733;875.907;99.887;29.846;11.231;4.716;6.155;18.056;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;12/2015;1.661.167;1.213.609;130.589;234.560;58.957;3.456;0;0;0;19.996;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;12/2015;1.659.909;715.406;678.268;146.095;58.117;9.387;30.607;1.993;5.501;14.535;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;;8;SAO PAULO;SP;12/2015;1.626.161;671.368;639.710;132.463;84.030;25.811;25.806;11.769;5.275;29.929;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;12/2015;1.589.821;100.075;418.280;552.284;164.072;67.836;159;12.812;24.776;198.963;50.561
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;12/2015;1.560.813;0;999.364;309.294;127.231;36.251;11.619;18.276;23.637;35.141;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;12/2015;1.523.086;169.281;747.999;230.123;228.189;28.603;16.626;14.504;12.788;74.973;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;12/2015;1.476.066;299.600;444.633;290.960;282.961;138.254;14.007;853;1.563;3.236;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;12/2015;1.402.512;207.918;621.876;314.967;187.716;0;5.282;20.495;0;19.519;24.738
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;;25;BRASILIA;DF;12/2015;1.316.731;466.393;563.740;72.991;31.095;12.837;145.794;9.792;2.385;11.705;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;;9;BRASILIA;DF;12/2015;1.282.994;0;1.155.955;49.004;22.351;14.856;7.277;7.003;6.682;19.867;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;12/2015;1.224.789;0;242.165;485.967;278.599;73.078;52.410;25.531;9.685;57.354;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;12/2015;1.180.467;481.207;166.843;229.785;160.128;60.581;6.322;18.582;19.738;37.280;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;12/2015;1.115.502;518.206;150.496;191.034;148.140;15.878;20.412;26.859;10.455;34.022;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;12/2015;1.052.609;63.657;608.096;210.395;97.430;13.428;11.079;14.631;7.758;26.134;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;12/2015;1.048.444;0;498.191;235.419;148.324;145.245;1.311;1.576;713;17.664;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;12/2015;1.036.979;9;746.414;117.975;58.005;44.063;14.316;8.763;3.061;44.372;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;12/2015;940.221;862.069;0;0;0;0;0;0;0;0;78.152
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;12/2015;932.340;107.511;684.206;85.336;19.776;3.837;3.619;2.030;3.409;22.617;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;;9;CAMPO MOURAO;PR;12/2015;929.012;25.957;507.746;335.369;33.182;15.257;5.396;1.908;743;3.453;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;12/2015;927.569;114.245;813.324;0;0;0;0;0;0;0;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;12/2015;888.022;45.660;321.255;282.107;97.655;70.414;28.330;19.208;4.294;19.098;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;;8;PORTO ALEGRE;RS;12/2015;865.554;0;721.694;58.512;34.409;11.031;8.403;5.602;3.768;22.135;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;12/2015;859.065;0;555.543;145.772;61.358;47.804;11.323;10.873;2.531;23.862;0
HAITONG;51.482;b2;C;3;;198;SAO PAULO;SP;12/2015;796.957;551.280;54.813;64.532;5.047;0;0;2.788;0;18.846;99.650
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;;9;GOIANIA;GO;12/2015;785.047;41.286;387.637;243.820;55.826;21.734;13.137;3.336;1.355;16.916;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;12/2015;772.975;0;282.810;223.162;143.624;49.060;20.863;11.257;5.111;37.087;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;12/2015;735.009;0;183.483;437.185;79.353;5.611;1.558;464;644;26.711;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;12/2015;728.298;14.811;179.200;320.277;145.535;13.020;8.464;8.529;2.326;36.137;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;12/2015;722.622;346.362;269.218;0;0;0;0;0;0;107.042;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;12/2015;669.245;187.366;80.223;231.372;107.829;7.873;4.908;739;8.084;40.853;0
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;;8;SAO PAULO;SP;12/2015;668.335;47.079;443.815;134.146;0;0;0;0;0;43.295;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;12/2015;665.128;12.504;236.607;251.479;77.531;28.671;11.879;8.920;6.600;30.936;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;12/2015;653.283;103.053;199.077;170.767;137.122;11.442;7.123;1.378;598;22.722;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;12/2015;650.611;0;174.780;253.298;123.504;48.299;16.856;11.592;1.949;20.333;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;12/2015;645.246;343.659;279.737;19.775;2.073;0;0;1;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53.923.116;b3S;I;2;;9;RIBEIRAO PRETO;SP;12/2015;633.725;943;423.260;106.198;36.592;36.127;11.775;1.941;2.500;14.388;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;;9;PALOTINA;PR;12/2015;627.051;0;350.206;150.765;44.247;34.170;16.928;10.072;4.135;16.527;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31.815.293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;12/2015;617.503;10.330;192.304;320.092;47.856;8.377;2.590;5.117;2.454;28.384;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;12/2015;612.251;0;283.079;152.502;72.202;47.428;15.775;11.742;3.252;26.270;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;12/2015;611.677;0;343.974;204.229;32.382;3.697;15.322;2.873;5.271;3.928;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;12/2015;610.271;0;524.110;33.586;23.072;9.517;4.259;7.306;23;8.398;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;;9;DOURADOS;MS;12/2015;591.545;0;265.876;181.944;65.232;22.985;12.382;7.552;2.770;32.804;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;12/2015;583.684;0;271.660;189.650;62.874;25.049;12.021;5.690;2.387;14.353;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;12/2015;579.791;26.361;270.484;197.249;34.314;15.335;12.771;2.563;7.208;13.505;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;12/2015;562.598;0;183.969;223.339;86.824;21.943;11.067;12.451;5.390;17.613;0
BANCO SEMEAR S.A.;795.423;b1;I;2;;8;BELO HORIZONTE;MG;12/2015;544.849;0;357.132;67.961;34.593;12.738;10.101;8.545;7.301;46.477;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;;9;SORRISO;MT;12/2015;542.261;0;95.929;289.409;59.621;32.720;22.638;7.157;5.813;28.974;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;12/2015;526.915;0;7.057;267.757;195.925;14.183;7.196;5.080;5.020;24.696;0
MODAL;51.963;b1;C;2;;199;RIO DE JANEIRO;RJ;12/2015;522.108;20.083;206.794;164.451;108.577;2.135;3;19.425;0;641;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87.733.077;b3S;I;2;;9;ITAQUI;RS;12/2015;518.693;0;96.297;225.792;71.204;95.484;7.835;5.560;3.396;13.124;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;12/2015;508.343;42.982;287.382;118.969;30.643;4.915;6.305;971;349;15.828;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;12/2015;507.561;0;242.307;150.927;44.496;23.592;9.585;22.517;886;13.252;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;;14;SAO PAULO;SP;12/2015;493.349;0;218.371;107.092;127.467;28.763;6.230;2.292;601;2.534;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;12/2015;487.657;0;179.903;172.632;59.636;29.929;17.342;11.046;3.083;14.087;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA. - UNICRED LESTE SC-PR;74.114.042;b3S;I;2;;9;ITAJAI;SC;12/2015;475.331;0;190.106;202.633;46.478;16.613;3.225;1.701;2.008;12.567;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31.804.966;b3S;I;2;;9;SANTA MARIA DE JETIBA;ES;12/2015;473.742;14.125;137.878;236.761;46.639;8.325;6.189;2.125;1.605;20.094;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;12/2015;470.672;0;129.326;201.397;77.519;28.136;10.856;8.479;1.370;13.590;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;;9;BELO HORIZONTE;MG;12/2015;457.570;39.511;166.485;106.079;104.390;32.924;940;3.893;1.801;1.547;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;12/2015;447.457;26.123;205.239;175.822;16.519;3.611;2.307;1.487;1.163;15.185;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;;9;PONTA GROSSA;PR;12/2015;444.895;51;193.612;171.718;28.612;21.212;8.073;9.118;1.869;10.629;0
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;12/2015;433.028;675;243.564;72.507;44.495;11.452;11.180;11.307;22.768;15.081;0
